,TWEET,USERNAME,DATE,TIME
24,defund and neglect public health services gt standby and do nothing as hcws burnout and the system starts to fall apart gt present private healthcare as a viable alternative to the crisis gt public acceptance of the alternative,indysahota,2021-08-20,18:33:09
25,r sue amp larry you bothmy sad takes pcc amp patient engagement r operationalized in pateralistic ways so those terms are meaningless  power gap bw mds amp pts means that engagement  tokenism lived experience is a valuable but disregarded way of knowing,doreen_rabi,2021-08-20,21:47:10
26,sad as guess where the folks from ashcroft come when theyre sick we have to build capacity for our whole region we all depend on each other,parsnipper,2021-08-21,04:40:53
27, incorporate wildfire season into our expectations for summers going forward i am not sure we were mentallyemotionally prepared this time and of course get vaccinated there is one burden on our system right now that is almost entirely preventable ,parsnipper,2021-08-21,17:17:34
28,context is everything amp this headline with telling fact should more aptly read nearly  of doctors nurses amp other frontline healthcare workers are experiencing burnout the pandemic is still very much upon us and this th wave is crushing,awruddiman,2021-08-21,17:23:21
29,i think this speaks to workplace culture im fortunate to work in a team that feels very healthy i cant speak for others but in any organization i think workplace culture can influence the experience of stress,parsnipper,2021-08-21,20:39:59
30,as i work away here in n ontario i am aware of several communities losing physicians to burnout retirement etc and there is no lineup to replace them its heartbreaking for the physicians and devastating for patients who now have to travel farther or wait longer for care,snewbery1,2021-08-22,17:45:34
31,this is such an important observation physicians will sacrifice other things before their burnout impacts patient care to paraphrase  lesser quality patient care is a late stage sign and we need to take urgent action before this,snewbery1,2021-08-22,18:29:24
32,agree with this whole thread those choosing not to get vaccinated are making choices for many others my kids cant get vaccinated so we continue to live in anxiety worry about school again this year avoid travel it should not be a choice no vaccine  no public resources,DocMcConks,2021-08-22,20:51:25
33,today has saddened me in so many ways  im physically and emotionally exhausted right now to be honest i need to check out for a while community  family  friends  self for just a tad,awruddiman,2021-08-22,23:31:33
34,sad news  it there is one thing this pandemic has taught us is that representation matters very sorry,DrMCGregoire,2021-08-24,11:50:16
35,beautiful piece by  compassionate systems make space for loss grief amp illnessorganizational cultures ie academic medicine that dont crush their people prioritize compassion its worth it via part of,doreen_rabi,2021-08-25,15:54:06
36, twenty five years ago janet shaw amp dr david shaw welcomed our young family to oliver to join them in general practice in this community janet is most deserving of this recognition  a woman we admire and a stellar ambassador for life,awruddiman,2021-08-26,04:49:55
37,such a presser would make national headlines which poses a problem for federal politicians that are close to kenney a sad reminder that politics are about power amp not public service,doreen_rabi,2021-08-26,17:13:10
38,parents are not ok neither are doctors nurses teachers childcare workers restaurant employees or academics its beyond burnout im not just done ive been radicalized how about youvia,DrRFernandez,2021-08-28,17:20:18
39,sadly this scenario is amp will become repeated more amp more as we work our way through t th wave of amp the ravages of the  we did everything we were supposed to do for this couple missed one readily obvious amp available opportunity to ,awruddiman,2021-08-30,01:05:33
40, similar experience for us amp our that weve owned since early  had initial concerns of range anxiety with the car rated to easily do km  charge that quickly disappeared  so many options out there now  we have never had a problem on our wide travels,awruddiman,2021-08-31,20:30:13
41,antivax protest outside my hospital today  in case a global pandemic demoralizing th wave critical nursing shortage and record burnout levels amongst healthcare workers wasnt enoughcool,indysahota,2021-09-01,20:44:39
42,im so sorry i was reading about this and cannot imagine the anxiety and fear you and her family are facing may she come home safely,clairehsnyman,2021-09-01,22:40:55
43,ectopic pregnancies will not be cured by sma an ectopic pregnancy is a medical emergency that hospitals must managesigns can include abdominal pain bleeding shoulder pain and faintingloss of consciousnessan ectopic does not mean an abortion took place,BirthControlDoc,2021-09-02,01:54:03
44,in my thirty years as a physician amp healthcare worker who has worked in four canadian provinces i have experienced many professional highs amp sadly the occasional low the athospital protests today bar none are the most disrespectful ultimate low,awruddiman,2021-09-02,04:23:39
45, the ctu rns i worked w as a resident that held weeping family members and med staff after an unexpected death the ctu rns i work w as a resident that left cheeky notes for my colleagues to keep our chins and confidence up ,doreen_rabi,2021-09-02,15:12:00
46,omgjason kenney is talking burnout prevention amp the importance of me time on fb liveonce again the premier of alberta puts his loathsome privilege out on display,doreen_rabi,2021-09-02,16:28:58
47,i am so sorry for your loss her familys and everyone in the community that she was a part of i know she will leave a gaping hole as a result of her tremendous personality perseverance and commitment,clairehsnyman,2021-09-04,22:02:04
48,a great thread by on whats being asked of all canadians as we face the ongoing pandemic embedded in his pragmatic appeal is the pressing need for us to regain our civility towards each other if not the thin veneer of democracy is lost,awruddiman,2021-09-05,18:33:02
49,sad news in ab watch and learn bc,DrMCGregoire,2021-09-08,06:07:55
50,listening to leaders debate in french so its possible it got lost in my translation but on topic of pros and cons of mandatory vaccination i didnt hear a single leader reference the impact this could have on canadas m unvaccinated highly vulnerable kids,EGruenwoldt,2021-09-09,00:24:57
51,wondering how you can make the transition back to school smoother here are a few steps you can take with your kids address your childs anxiety emphasize safety measures amp talk about the protocols remind them about the benefits of socialization,DoctorsOfBC,2021-09-09,18:30:04
52,anxiety treatment at your fingertips via,JDRichardsonMD,2021-09-10,00:39:56
53,thanks for this update given that these patients are all noted to be in the intensive care unit  icu all of these unfortunate individuals are realistically amp sadly desperately fighting for their very lives with all of the resources an icu can offer,awruddiman,2021-09-13,20:19:37
54,my questions to those who choose a herd immunity strategist are simpleare these deaths and injuries from covid acceptable to you do you see this as still doing the right thing what is the benefit that balances these lossesim genuinely curious and trying to understand,BirthControlDoc,2021-09-16,14:22:02
55,while we know very little about this tiny patient or hisher circumstances it is just awful that this childs death was entirely preventable this is on the grownups and the decision makers in our midst we have collectively failed kids and many other vulnerable pops in cda,EGruenwoldt,2021-09-17,16:23:09
56,dr cecile andreas a doctor from cranbrook shares what shes seeing in her coaching practice working with physicians family doctors are burnt out from the stressors of the healthcare system and  read now on our blog,BCFamilyDoctors,2021-09-17,17:10:03
57,i hear this daily from colleagues  the moral distress and moral injury we are managing,PEAKMD,2021-09-17,23:55:56
58,colleagues  too numerous to name here  who were already overburdened from the pandemic stressed and tired picked up extra shifts where they could so i could spend time with my partner they were there to help fill the schedule when i was off postsurgery,indysahota,2021-09-18,18:53:13
59,sadly surgical dates are editable in alberta toogoals of care might be editable as wellalbertawe have to value each other,doreen_rabi,2021-09-19,19:57:53
60,the sad realities of our ever worsening health system,DrBrianDay,2021-09-20,01:35:36
61,as far as lifes certainties go white men failing up comes right after death amp taxes,doreen_rabi,2021-09-21,21:44:32
62,so very sorry for your loss,kselandMD,2021-09-22,07:47:49
63,do i have this right among the lost to covid today was a child a person under years of age that is how this news is shared leaders need to be available to the press amp accountable everyday until we are thru this,doreen_rabi,2021-09-22,22:47:29
64,sad and preventable terrible news for individuals amp families who have this generous act taken away from them and for all people on the transplant waitlists,DrMCGregoire,2021-09-24,05:32:22
65,ad hominem is sadly quite common and is often disguised as conflict of interest arguments when avoiding a discussion of the evidence coi is real but isnt always the main problem,ShielaAppavoo,2021-09-25,21:50:48
66,i just saw this and was heartbroken so very sad,clairehsnyman,2021-09-26,01:32:52
67,every loss of a skilled health care provider is unfortunate but the numbers of staff lost to the vaccine mandate will almost surely be much smaller than the number lost to acute covid illness and long covid if staff are not vaccinated for all,snewbery1,2021-09-26,17:02:17
68,the power of vaccinesoutbreak staff patients several deaths original strain prevaccination of most hcw januaryoutbreak patients no deaths nondelta julyoutbreak patients so far no new cases today during delta wave ,parsnipper,2021-09-30,05:52:23
69,as an immigrant to thirty years ago i acknowledge that i am a first generation settler today amp every day i will work towards honouring the lost children amp survivors of residential schools their families amp communities this history is tragic and painful,awruddiman,2021-09-30,18:37:46
70,healthcare workers didnt update their wills in march expecting to die by suicide but here we are,BirthControlDoc,2021-09-30,21:35:34
71,im sad for my professionim sick of learning of nurses and doctors who felt this was their only way outim disappointed in all levels of leadershipim safe,BirthControlDoc,2021-09-30,22:03:58
72,great summary by kenney is a master gaslighter who constantly tries to normalize horrific stuff yesterday a yr old was among those lost to covid and a colleague has been lost to suicide this is horrific ,doreen_rabi,2021-10-01,14:11:58
73,colonialism amp empire building by many nations at the expense of so many people was once deemed to be a noble effort the lasting devastation this had had in canada amp globally really saddens me the way forward change happens at the speed of trust  stephen covey,awruddiman,2021-10-01,15:49:30
74,opioid deaths are up amp they need to be reported too the impact of hubris amp ideologydriven policy in the province is devastating we have a snowball of bad policy rolling over the cliff in this province,doreen_rabi,2021-10-01,15:58:44
75,completely agreeregardless of the factors that lead to this tragic loss of life the pain is felt by manythese losses ms foremsky and those we lost prepandemic are deeply affecting to an already traumatized workforce,doreen_rabi,2021-10-01,21:02:35
76,lying with confidence a foundational gaslighting skillwe are not growing capacity creation of icu beds comes at a cost to other parts of the system surgical delays clinic closures etc so you cant talk about icu capacity wout mentioning the loss of capacity elsewhere,doreen_rabi,2021-10-02,15:52:46
77,yup for so many frontline healthcare workers the pandemic is groundhog day right in the trenches posttraumatic stress disorder ptsd is a serious disorder that may occur in people who have experienced or witnessed traumatic events such as this avoidable disaster,awruddiman,2021-10-03,01:49:16
78,there is so much truth in this article it hurts the lost girls chaotic and curious women with adhd all have missed red flags that haunt us,DrMCGregoire,2021-10-07,05:43:23
79,struggling with anxiety as we return to a more normal way of life here are some coping mechanisms that can help,DoctorsOfBC,2021-10-07,19:00:16
80,finding antidotes to burnout through contradictory truths via,JDRichardsonMD,2021-10-07,19:51:07
81,opportunities to address hesitancy occur with every interaction every vaccine we help get into an arm is a success story for that persons health and others around them we can all be ambassadors,DrNGrewal,2021-10-08,00:57:54
82,addressing burnout in hcws and improving systemlevel issues that cause it will need to be a priority,PEAKMD,2021-10-08,16:32:08
83,sadly i have had more leadership opportunities external to medicine due to and within medicine i will continue to advocate for positive change in medicine and in society,KimKellyMD,2021-10-08,16:48:12
84,the ucp was struggling with fundraising in the first quarter of amp i have little doubt the stampede was seen as a critical event to boost ucp supportthe outrageous display of selfishness amp powerhunger that resulted in so many lives lost amp harmed will be remembered,doreen_rabi,2021-10-09,01:37:36
85,was actually weaponized by public health officials to justify dangerous amp rushed reopenings people that had reasonable fears about these policies were gaslit told that their anxiety was a barrier to normal life ,doreen_rabi,2021-10-10,18:15:25
86,so sorry for your loss robin of your friend and part of your health care team a beautiful tribute to him,clairehsnyman,2021-10-11,14:35:41
87,we can be both reassured that covid is not the main cause of pediatric deaths and also want our children to reduce their chances of dying of covidseatbelts and pool fences were radical ideas at one time,BirthControlDoc,2021-10-11,18:58:00
88,this yeah but is atrociously amp painfully  this was a child that was loved amp lost and was put at risk by their governmentthat is what needed to be said,doreen_rabi,2021-10-12,22:09:21
89,reading the ckpg and pg citizen comments made me really sad amd angry,kselandMD,2021-10-15,16:41:35
90,brilliant thread from the practical and wise  she clearly lays out the reasons to get vaccinated and there are many more than just avoiding death from covid thanks kate for your clarity,snewbery1,2021-10-18,15:04:53
91,i am so deeply sorry for your loss,doreen_rabi,2021-10-18,15:42:22
92,sometimes we as humans do things to protect fellow humans novak it would be political suicide for an aussie politician to allow unvaxxed entertainers into the country after their population had gone through lockdown after lockdown enjoy the jab or january off,DocMcConks,2021-10-18,21:23:14
93,csuicidei have planned my death twice  co poisoning while kids were away w their dad  insulin od in secure med closet i am alone in clinic after hrs all time it would have been easy amp effective i had explicit plans even dates ,doreen_rabi,2021-10-18,21:30:25
94,i have a history of disordered eating anxiety amp depression all very stable amp well treated but work is a major trigger for my suidical ideation i have used the pfsp program but lets be clear that is a bandaid not a solution ,doreen_rabi,2021-10-18,21:30:25
95,wellness is about anticipating the demands of your ppl amp mitigating against reasonable stress amp pain however medicine demands everything of you amp makes you feel like trash if you dont deliver it imposter syndrome is so common bc we have made an art of gaslighting ,doreen_rabi,2021-10-18,21:30:26
96,in the past years i have lost colleagues to suicide at two different times in the past years i could have been one of them any of us could be one of them the focus on individuals amp individual level interventions is never going to make things better ,doreen_rabi,2021-10-18,21:30:27
97,thank you  i am too seeking help for symptoms of mental health distress is critical but a system that causes mental health distress needs to be dismantled i want to ensure we are seeking the right solutions for the right challenges,doreen_rabi,2021-10-18,22:47:34
98,i had some misadventures into pseudoscience as a late teen i recall dropping off an angry letter trying to explain some physiology to the walkin clinic doctor who wouldnt prescribe me that medication i wanted did he not understandwhy am i sharing this for lessons,parsnipper,2021-10-19,02:22:45
99,ugh my heart is breaking for you i am so sorry for your loss it looks like he was so loved by your family and i am sure loved you back in return,EGruenwoldt,2021-10-19,10:35:37
100,specific areas of interest include  anxiety  depression  ptsd  memory changes  grief  personality changes,clairehsnyman,2021-10-19,16:51:54
101,sadly no  schedule conflicts this year but i will eagerly await twitter highlights,bechardmel,2021-10-20,03:28:34
102,ahh too true the sad thing is there were two other typos that i caught and corrected before tweeting the original would have been barely interpretable will start on that second cup pronto,bechardmel,2021-10-20,19:03:22
103,tough situation in saskatchewan  emotional sask chief medical health officer pleads with public amid dire new covid modelling  cbc news,DrMCGregoire,2021-10-21,06:12:33
104,the are representing at  having a hard time picking which sessions to go to to all of our ambassadors and faculty for your support,ShelleyZieroth,2021-10-21,19:19:05
105,of course so much more is known at this point we can make much stronger recommendations a friend of mine from the philippines recently lost her friend due to covid in pregnancy apparently vaccination rates of pregnant women there are low she is so heartbroken,parsnipper,2021-10-23,02:39:00
106,misrepresenting oneself as a doctor providing medical advice and being just deceitful enough to avoid libel is exactly what you would expect from a lawyer and a failed leader has lost control his party and they will never be accepted as a moderate voice,BirthControlDoc,2021-10-24,13:23:19
107,doctor to doctor whats an acceptable number of paediatric deaths maternal deaths these kids bring the virus home and adult deaths do you support as a balance to withholding vaccines in children,BirthControlDoc,2021-10-24,13:24:32
108,with regards to mandates it should be said that most of us are taking no joy whatsoever in potentially losing colleagues over this many of us are grieving potential loss of part of our work family it doesnt mean we agree with their positions but nevertheless it is hard,parsnipper,2021-10-26,18:19:11
109,four decades of military posttraumatic stress protocol for a metaanalysis and systematic review of treatment appr,JDRichardsonMD,2021-10-27,15:44:38
110,how caregivers have nuanced info that can help prevent safety events that have huge implications for patients as well as for staff  moral distress ,clairehsnyman,2021-10-27,16:27:57
111,when leaderships fidelity is with the institution amp not its people these things happen thank you  so well statedwhen leaders lose sight of the lives that make their organization work integrity is lost always protect your ppl via,doreen_rabi,2021-10-28,03:16:24
112,the cpso has a mandate to protect the public and is right in its decision dr killian was given numerous opportunities to change her behaviour prior to now her actions were negligent and may very well cause death and injury to ontarians,BirthControlDoc,2021-10-28,14:21:09
113,the pandemic has exposed many cracks in our alreadystressed healthcare systemproviding doctors with the supports we need will allow us to increase access for patients and continue being there for you when you need us most,BCFamilyDoctors,2021-10-28,14:32:54
114,sadly most of these deaths in the doublevaccinated are in the age  category who thankfully are first in line to be prioritized for booster doses but booster doses are coming for all who want them in bc,DrNGrewal,2021-10-28,17:00:03
115,four decades of military posttraumatic stress protocol for a metaanalysis and systematic review of treatment appr,JDRichardsonMD,2021-10-29,02:06:18
116,congratulations dr jenny liu postdoc best oral presentationtrainee treatment approaches and efficacy for posttraumatic stress disorder in military population a metaanalysis  at the joint mental health research innovation day,JDRichardsonMD,2021-10-29,20:21:23
117,this piece humanizes the issue i am sorry he feels he has lost friends approaching it with vitriol doesnt help i will post a few studies and commentaries that might help people understand why we still recommend getting vaccinated despite prior infection,parsnipper,2021-10-30,15:45:20
118,burnout making yourself a priority via,JDRichardsonMD,2021-10-30,16:29:39
119,ive just been notified that makki di roti was on the menu yday but bc i was out i missed out and lost makki privilegeshence croissanttill being home for a week with unlimited saag is incredible,indysahota,2021-10-31,00:41:43
120,death demographics new deaths  from data corrections newlt      new icu admission hospitalizations,jkwan_md,2021-11-01,14:25:38
121,i am so deeply sorry for your loss and for the suffering your son experienced you both deserved to feel supported and cared for i am so so sorry,doreen_rabi,2021-11-03,02:53:27
122,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-03,14:07:33
123,death demographics new deaths  from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-03,14:27:24
124,rsv can be deadly in infants stop the needless hospitalizations and deaths due to rsv in inuit babies  sign the petition via,DrMCGregoire,2021-11-04,02:22:03
125,so very sorry for your loss,jkwan_md,2021-11-05,01:28:26
126,not sure that is correct clinically but that is how i would describe my anxiety ruminating amp perseverating to the point you just dont believe you can do anything assimilating facts so as to confirm your selfloathing biases selfgaslighting seems to fit,doreen_rabi,2021-11-05,02:03:41
127,nov  in cases  deaths resolved in icu  on ventilatortests tba vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-05,14:16:13
128,reading these bios amp seeing these creative expressions of the journey was emotional ty for including me in this special work,clairehsnyman,2021-11-05,14:30:02
129,to say care has been devastated in alberta is not an exaggeration people had care cancelled likely s more had care delayed amp that is on top of the preventable death amp disability caused by also healthcare workers are not okay,doreen_rabi,2021-11-05,15:02:27
130,im sorry to hear this very sad news sacha sincere condolences to you and your family,KateHanneman,2021-11-05,15:12:03
131,this is so sad,CalvinTongMD,2021-11-05,19:05:45
132,i worry that burnout cant be reversed and has fundamentally changed me as a doctor and a person via,AnizKhalfan,2021-11-06,05:28:27
133,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-08,15:03:26
134,death demographics new deaths  from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-08,15:19:03
135,how interesting just had a sneak peak so not thorough look to be honest but on key topics  models for  couldnt see any  lost opportunity i think for discussion amp input curious,clairehsnyman,2021-11-08,18:31:01
136,so sad a real loss to his patients community and family my condolences to all who knew him,DrNGrewal,2021-11-09,02:18:53
137,so sad to read this horrific news for these childrens families and for the country what a terrible tragedy,DrNGrewal,2021-11-09,16:24:49
138,impacts of morally distressing experiences on the mental health of canadian health care workers during the covid pandemic,JDRichardsonMD,2021-11-10,13:54:16
139,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-10,15:03:08
140,today we remember the courage and sacrifice of those who served our country we acknowledge our responsibility to continue to work for the peace that others fought for to be a safe haven for those in distress to speak up for justice at home amp around the world,BCFamilyDoctors,2021-11-11,17:54:53
141,sadly during the th century approximately million people died in wars and governmentcreated conflict those deaths are described as having been caused by human decisionaccy,DrBrianDay,2021-11-12,02:53:05
142,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-12,15:13:04
143,death demographics new deaths  from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-12,15:25:46
144,imaging of astrocytes in posttraumatic stress disorder a pet study wi,JDRichardsonMD,2021-11-12,15:26:38
145,this is heartbreaking amp infuriatingso much suffering amp loss could have been prevented w strong public health policy amp inclusive approaches to planning amp communicationquick run down of all the things that set us up for this entirely preventable wave of advaced disease ,doreen_rabi,2021-11-13,17:01:09
146,my intent in the thread is not disparage everyone that have thrown themselves into the pandemic response i am just troubled by how exclusive amp myopic we got so quickly amp saddened by the tragic consequences i know i am part of the we,doreen_rabi,2021-11-13,23:35:07
147,love this practical advice kids know themselves so just ask what will reduce their anxiety in advance of a needle how to make needles for kids as painfree as possible  the globe and mail,EGruenwoldt,2021-11-14,22:16:40
148,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-15,15:06:10
149,death demographics new deaths  from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-15,15:31:31
150,this is dec to oct but almost all covid deaths in younger age groups are unvaccinated,jkwan_md,2021-11-15,17:03:31
151,can you confirm if service is interrupted in part of bc specifically on vancouver island bad storm here and i lost connection to network about minutes ago thanks,DrMCGregoire,2021-11-15,19:25:56
152,a few days ago i was noting how much less ecoanxiety i have in the winter no forest fires and then rain landslides washouts flooding highway and railroad destruction even if we could stop temp increases today this is our new normal im terrified,kselandMD,2021-11-16,07:10:21
153,pandemic stresses harder on physician moms than doc dads study via,JDRichardsonMD,2021-11-17,03:02:52
154,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-17,15:06:58
155,death demographics new deaths  from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-17,15:22:05
156,hospicu here but not deaths,jkwan_md,2021-11-18,17:01:24
157, looking at the series of catastrophic events to befall bc reflects on three key issues the enormous stress on our doctors the threat of climate change to human health amp the kindness that will help us pull through all this,DoctorsOfBC,2021-11-18,18:00:43
158,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-19,15:02:07
159,death demographics new deaths  from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-19,15:25:30
160,sad news from halifax he was an amazing human being,DrMCGregoire,2021-11-20,17:04:25
161,well  this was a brief but spectacular video and i am grateful for having spent these minutes to witness an amazing man at a tender point in his life i am sorry your loss but clearly he will live on in you and all those whose lives he touched,snewbery1,2021-11-21,00:52:19
162,mona i am so sorry for your loss,ShelleyZieroth,2021-11-22,00:42:46
163,if you lost this little dude at this weekend theyre waiting for you at the lost amp foundlets help this bunny find their home,bechardmel,2021-11-22,09:07:07
164,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinationssee thread for more graphs,jkwan_md,2021-11-22,15:03:38
165,death demographics new death from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-22,15:26:39
166,as someone with partial vision loss from a late diagnosis of strabismus this hits home for me eye exams are super important and there is no excuse for kids to go without,BirthControlDoc,2021-11-23,00:19:15
167,this is so sad for us as a maternity care team who care deeply about supporting women and providing care close to home in the nwt i hope this is soon resolved with lessons learned to improve and sustain birthing in the north,DrSarahJCook,2021-11-23,05:14:00
168,they lost me at i have no way to validate this but sharing it anyway,kselandMD,2021-11-24,01:27:45
169,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinationssee thread for more graphs,jkwan_md,2021-11-24,15:10:07
170,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-24,15:26:11
171,just like covid spreads in networks so does fear about vaccines hoping for healing for families and communities experiencing this especially when compounded by the sense of unnecessary loss,parsnipper,2021-11-24,18:28:36
172,the sad reality,KimKellyMD,2021-11-24,19:40:18
173,this is both disgraceful amp sadly predictable from the  signature policies are ones that undermine important public services like educationhealth care deepen social inequity incredibly unwise amp very shortsighted,doreen_rabi,2021-11-25,16:27:58
174,update apparently the bunny is no longer in the lost amp found  i think operation bunny reunion is successful thanks everyone,bechardmel,2021-11-25,21:13:33
175,you are too kind james i just brought the bunny to the lost and found gotta celebrate the wins when we can tho,bechardmel,2021-11-26,03:15:55
176,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinationssee thread for more graphs,jkwan_md,2021-11-26,15:02:38
177,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-26,15:21:28
178,yup they are fine thank you theyre just sad about the whole impact and what this means but to be honest no one really knows yet right,clairehsnyman,2021-11-27,00:50:21
179,life cycle variant name frenzy calls for travel find out its everywhere bc is steps ahead many predictions but no hard factsuse existence of variant to justify preexisting opinion loss of interest data leads to understanding of implications,parsnipper,2021-11-27,23:02:43
180,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinationssee thread for more graphs,jkwan_md,2021-11-29,14:53:48
181,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-29,15:17:52
182,i am so sorry for your loss heather,jkwan_md,2021-12-01,15:03:40
183,dec  in cases  deaths resolved testsday pending  pos in icu  on ventilatorsee thread for more graphs,jkwan_md,2021-12-01,15:15:45
184,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-12-01,15:27:10
185,so sorry for your loss ryan that is awful,jkwan_md,2021-12-01,15:28:23
186,very sorry for the loss of your moms friend,jkwan_md,2021-12-01,16:13:42
187,sorry for the loss of your mother may dianne rest in peace,jkwan_md,2021-12-01,16:14:55
188,people who are not eligible if ltcancer patient who underwent treatment amp got in early  but no longer on treatment frontline hcw who got vaccinated early but changed career due to burnout essential worker who is a parent of unvaccinated young children,jkwan_md,2021-12-02,04:58:16
