,TWEET,USERNAME,DATE,TIME
18,still believe theres some sort of stressinduced type of story here wont stent the rca just for fun,RodrigoBagur,2018-09-03,15:00:14
19,we cant stress enough how important it is to do your homework prior to selecting your surgeon,JeromeEdelstein,2018-09-04,20:54:25
20,we cant stress enough how important it is to do your homework prior to selecting your surgeon,JeromeEdelstein,2018-09-05,16:57:44
21,we cant stress enough how important it is to do your homework prior to selecting your surgeon,JeromeEdelstein,2018-09-05,19:34:45
22,we cant stress enough how important it is to do your homework prior to selecting your surgeon,JeromeEdelstein,2018-09-06,19:28:09
23,compassionate leadership in medicine  a possible antidote for burnout yes  its part of the solution via ,DocSandyB,2018-09-11,20:19:44
24,my sense of a good death is that it is aspirational as human beings we always need to hope we transition from hope for a longer life to hope for a better life to hope for a good death like dignity it is subjective we can describe it but there is no absolute experience,DocSandyB,2018-09-12,13:12:45
25,sorry for your loss,wlharper1,2018-09-13,22:47:34
26,recently read that the work of caregiving in the last four weeks of life is worth approximately  of unpaid hourswe must empower communities to support death dying and loss,AmitAryaMD,2018-09-20,00:39:18
27,indeed very well said watching u presenting and becoming emotional times the first one when the first km of primary endpoint where out it was a real privilege for me to be there chapeau gregg,RodrigoBagur,2018-09-26,02:53:40
28,this is our respected commish so sad season hasnt even started,AnandDoobay,2018-09-28,04:03:27
29,its great that these questions are being raised as states a peaceful lifedeath transition is often more important than cancer treatment for many is everyones responsibility,AmitAryaMD,2018-09-30,19:14:15
30,the journey to end of life often results in a series of terrible losses loss of income loss of independence loss of dignity this is an issue in canada as well impacting vulnerable patients the most,AmitAryaMD,2018-10-01,10:40:46
31,individuals who have experienced massive weight loss are no longer at risk of developing health issues related to excess weight a circumferential body lift can remove this skin revealing the true results of their weight loss,JeromeEdelstein,2018-10-02,13:02:38
32,a circumferential body lift can remove this skin revealing the true results of their weight loss learn more about this procedure,JeromeEdelstein,2018-10-02,14:18:25
33,individuals who have experienced massive weight loss are no longer at risk of developing health issues related to excess weight a circumferential body lift can remove this skin revealing the true results of their weight loss,JeromeEdelstein,2018-10-03,13:27:15
34,i partially agree hysteria likely not warranted that being said there is concern re potential to lose herd immunity in future based on changing societal mores moreover measles can cause substantial morbidity death not only metric,IBmectin,2018-10-03,14:42:04
35,decades after a neardeath accident these nurses reconnectedin the most unusual way,HamHealthSci,2018-10-09,14:47:28
36,nurses reconnect decades after neardeath experience,HamHealthSci,2018-10-09,17:03:31
37,in ontario major depression is the most common mental illness this see what quality care looks like,OntarioHealthOH,2018-10-10,18:30:44
38,when you age it is the decrease and redistribution of fat in your face that is the primary cause for the development of wrinkles sagging skin and loss of volume learn how fat transfers may be able to help,JeromeEdelstein,2018-10-11,14:43:23
39,when you age it is the decrease and redistribution of fat in your face that is the primary cause for the development of wrinkles sagging skin and loss of volume learn how fat transfers may be able to help,JeromeEdelstein,2018-10-11,16:38:22
40,as a society we have deskilled ourselves in managing death and dying instead it has become a medical problemwe must strengthen our communities to better cope with the cycle of life which inevitably includes death,AmitAryaMD,2018-10-14,10:24:35
41,identifying and addressing gender bias in the workplace what leadership style will be most engaging to the largest number of people reclaim emotional style as a strength empathic supportive teambased,catriona_hippma,2018-10-15,01:03:31
42,before getting down to the business of decision making focus on building social bonds and emotional needs be a person before a clinician eye contact be present be a human,catriona_hippma,2018-10-15,13:38:26
43,when you age it is the decrease and redistribution of fat in your face that is the primary cause for the development of wrinkles sagging skin and loss of volume learn how fat transfers may be able to help,JeromeEdelstein,2018-10-15,19:10:10
44, triadic communication in healthcare visit comes up for logistical reasons help getting to appts for emotional support as surrogate decision maker i ask my husband to attend some appts with me for help advocating for me and remembering what the doctor said,catriona_hippma,2018-10-15,19:58:51
45,today is pregnancy amp infant loss awareness day at msh we hold a little lamb ceremony to support families coping with a miscarriage or the loss of an infant from  pm tonight light a candle to show support amp create a chain of light spanning the globe for hrs,OakValleyHealth,2018-10-15,20:30:04
46,burnout only happening because of starvation for human contact,OntarioHealthOH,2018-10-16,13:46:30
47,we have lost a lot of clinicians to the quality care and patient safety movement because they have been blamed so much,OntarioHealthOH,2018-10-16,19:55:18
48,today this is a sad day for me as this will be my last after years noting he will be taking on role as ceo at,OntarioHealthOH,2018-10-17,13:00:51
49,i had treated the broken wrist i had not asked why she had punched the wall discussing experiences in red lake and dealing with attempted suicide of young patient,OntarioHealthOH,2018-10-17,13:10:08
50,inquest into the death of chanie wenjack in the s asked why the residential school system still existed,OntarioHealthOH,2018-10-17,19:11:45
51,thanks for sharingall too often we assume in that a home death is the ideal when it is not always the case i would be interested in learning more about how age diagnosis and ethnicity influence this decision,AmitAryaMD,2018-10-20,00:52:00
52,i do also wonder how much lack of acceptance of the disease trajectory leads to death in hospital there is sometimes a misunderstanding that the hospital can do more or even that can only be provided in hospital when this is not always true,AmitAryaMD,2018-10-21,09:37:58
53,yout khoon ragan manz tame zyade sadkan peth,zikrejaana,2018-10-21,14:23:10
54,absolutely i agree social isolation is one of the biggest risk factors for poor health and this may be most profound when a patient is approaching end of life thus death at home may not be possible nor safe,AmitAryaMD,2018-10-21,22:39:07
55,q what should be done to ensure the physical and emotional wellbeing of physicians nurses and other health care professionals,OntarioHealthOH,2018-10-24,00:32:56
56,having practiced hallway medicine for the better part of yrs the outcome of this challenging case i think has little to do with that tough dx to make emergency department crowding and loss of medical licensure a new risk of patient care in hallways,postgradw,2018-10-25,15:58:12
57,yes ive seen case and published it at the time healthy y woman died crazy and sad  will always remember it ,sebpoule,2018-10-29,00:27:27
58,recognizing the fast signs of stroke can mean the difference between life and death or between a full recovery and lasting disability,HamHealthSci,2018-10-29,23:24:00
59,our new health technology assessment found that people with implants for sensorineural in both ears reported social amp emotional benefits amp improved quality of life see the recommendation,OntarioHealthOH,2018-10-31,18:01:00
60,a circumferential body lift can remove this skin revealing the true results of their weight loss,JeromeEdelstein,2018-11-01,13:15:10
61,a circumferential body lift can remove this skin revealing the true results of their weight loss,JeromeEdelstein,2018-11-01,17:50:57
62,some old and new taxonomy changes in case you missed it aeromonas caviae  aeromonas punctata clostridium bifermentans  paraclostridium bifermentans clostridium difficile  clostridioides difficileclostridium sordellii  paeniclostridium sordellii ,sebpoule,2018-11-04,17:45:21
63,hopefully it wont turn to sad but true,durocher1,2018-11-07,00:24:26
64,but wait theres more  clostridium bifermentans  paraclostridium bifermentans clostridium sordellii  paeniclostridium sordellii enterobacter aerogenes  klebsiella aerogenespropionibacterium acnes  cutibacterium acnesrhodococcus equi  rhodococcus hoagii,sebpoule,2018-11-07,11:54:41
65,petras chatting to us today about one of new holiday kits the holiday platine peptide cr program this kit targets wrinkles and loss of firmnesswatch petras,JeromeEdelstein,2018-11-07,21:07:55
66,i had lost faith in the system and they changed that veteran chris teer shares his story learning to manage his chronic pain,HamHealthSci,2018-11-08,01:06:01
67,this is a tragedy  very sad  my thoughts are with her family ,RicardoOnco,2018-11-08,01:31:57
68,petras chatting to us today about another one of new holiday kits the holiday grenzcineprogramthis kit targets thin skin deeper wrinkles and loss of,JeromeEdelstein,2018-11-09,16:06:30
69,can treat depression,JeromeEdelstein,2018-11-09,19:03:27
70,women nearly as distressed as men over compulsive sexual urges and behaviour study finds via,DrLoriBrotto,2018-11-10,19:29:57
71,sadly no it was a professional voice actor,DrLoriBrotto,2018-11-11,18:42:11
72,today we are honouring angels lost to cancer including past hope award recipient deborah cooper beloved wife of radio personality mike cooper,OakValleyHealth,2018-11-11,20:15:33
73,i do noti know some colleagues do it but ive always found it questionnable they have seen lots of false positive with coag neg staph  anxiety for nothing with initial result,sebpoule,2018-11-15,00:05:22
74,the potential benefits of have a strong emotional component a wellperformed nose job can benefit in a variety of ways relating to both social relations and personal satisfaction,JeromeEdelstein,2018-11-16,14:02:56
75,apps connect patients to the hospital amp community resources they need over  of our childbirth patients downloaded our this app helps relieve the stress of finding trusted information as i navigate my pregnancy,OakValleyHealth,2018-11-16,22:00:25
76,people in are living longer and losing fewer years to premature death learn more in measuring up ,OntarioHealthOH,2018-11-19,16:05:12
77,words cannot express how saddened and angry i am may their deaths not be in vain gun control now,IBmectin,2018-11-20,02:58:46
78,check out tis the season to manage stress for a health new year,DrLoriBrotto,2018-11-22,00:43:32
79,this is a tragic situation that indian women should not have to face than a third of female suicides are committed by indian women via,DrLoriBrotto,2018-11-22,14:18:44
80,just love when i get spam emails about weight loss products dont people know what i do for a living,drfrayn,2018-11-23,18:26:32
81,the majority of palliative patients die in hospital not in their home or in a residential hospice how do we help patients die in their preferred place of death read the latest research on quorum,OntarioHealthOH,2018-11-23,20:30:38
82,it was scary to return to work since i did not know what to expect or how i would manage with hearing loss,HamHealthSci,2018-11-26,20:18:02
83,our kicked off with an emotional visit from john he stopped by to generously purchase bears for patients in lieu of christmas gifts for his family he was so inspired by the care his friends amp family received at msh,OakValleyHealth,2018-11-27,18:33:15
84,we would love to hear your story the childbirth amp amu are on the lookout for parents who would like to share their birthing story please email us with your patient experience for a chance to be selected as a hospital ambassador contact us today at myhospitalonca,OakValleyHealth,2018-11-29,13:00:07
85,gaps and deficiencies in data for tracking the success of health links being stressed by,OntarioHealthOH,2018-11-30,14:21:45
86,the importance of good data being stressed by in order to assess benefits of ontario program for patients with complex needs,OntarioHealthOH,2018-11-30,14:37:45
87,thank you so much for depicting the angst that healthcare providers go through when discussing  so apparent in the beautiful artwork cpr cannot reverse the process of normal death from organ failure cancer or dementia,AmitAryaMD,2018-12-05,17:54:34
88,mt theres a stress gap between men and women heres why its important strategies for managing stress through the holidays on dec at pm sponsored by the womens health research institute,DrLoriBrotto,2018-12-06,14:37:14
89,with great power comes great responsibility he shirked responsibility and betrayed the global publics trust it saddens and angers me that these selfish actions will erode faith in the scientific endeavor and our collective power to advance population health,catriona_hippma,2018-12-06,22:34:08
90,the death anniversary of agha shahid ali,zikrejaana,2018-12-08,15:02:46
91,a simple way to increase focus and lower stress  psychology today,DrLoriBrotto,2018-12-10,15:36:05
92,regular exercise reduces the hormone cortisol release for a given stressor educates at our whri public forum,DrLoriBrotto,2018-12-11,03:31:57
93,our guidebook of workshops is now available we cover a variety of topics including parenting child development anxiety and difficult behaviour pick up a copy at the family resource centre at ron joyce childrens health centre or visit,mch_childrens,2018-12-11,19:00:22
94,i have lost words between barricades and landmines exile,zikrejaana,2018-12-12,15:50:41
95, using digital cognitive behavioral therapy to help patients get support with anxiety and depression when they need it find out more on quorum,OntarioHealthOH,2018-12-14,20:40:09
96,i was saddened to hear of this news josh lived his life through his faith that called him to minister to those in need regardless of your faith beliefs this was an impressive example for everyone to follow we will miss him,JohnsonNeilG,2018-12-18,00:19:21
97,give the gift on everyones wish listbotox faqwhat is botoxbotox is a substance produced by a bacterium called clostridium botulinum the drug works by weakening the,JeromeEdelstein,2018-12-19,15:22:56
98,on the th day of caring yearold surgical patient emmett takes a ride on our brand new mini tesla thanks to the generosity of dr alex yeung our patients will be riding in style to surgery the car will help reduce stress and anxiety for children,OakValleyHealth,2018-12-20,20:45:32
99,did you know that common holiday activities can be overwhelming for people with dementia here are some suggestions to make it less stressful,HamHealthSci,2018-12-22,19:30:00
100,what about clostridioides difficile ,sebpoule,2018-12-24,18:04:15
101,craig who was struggling with his own health problems became a caregiver for his mother lois in her final weeks of life read his story to learn about the gaps in and the distress this causes caregivers in measuring up ,OntarioHealthOH,2018-12-27,15:25:09
102,bang on brother electronic medical records and vindictive colleges are the two main sources of burnout this must be recognized and changes must occur,drzieglergyn,2018-12-27,18:49:57
103,check out our guidebook of workshops we cover a variety of topics including parenting child development anxiety and difficult behaviour pick up a copy at the family resource centre at ron joyce childrens health centre or visit,mch_childrens,2018-12-28,17:15:01
104,not having ones lived identity recognized at and after death is a form of violence says hazell it also does harm to community friends partners and family who wish to ensure their loved one is represented in an authentic and respectful way,AmitAryaMD,2018-12-29,01:34:06
105,our accreditation escape room was an innovative way to bring fun to a stressful process the escape room concept was designed around a code orange that led to a patient being admitted to mshread more in the latest edition of,OakValleyHealth,2019-01-04,14:24:02
106,yes its completely lostworstconclusionever was daas for chronic hepatitis c has little or no clinical relevance to patients with hepatitis c unbelievable,sebpoule,2019-01-05,01:03:39
107,pilot study demonstrating the potential for app to help reduce time to tb treatment initiation and loss to follow up in s africa primary care setting,yvonneychan,2019-01-06,16:42:54
108,wow an excellent article thanks for sharingtruth is just good patient care the palliative square covers physical emotional social and spiritual needs,AmitAryaMD,2019-01-06,19:23:15
109, who defines futility the physician or the patient what is the acceptable survival rate after cpr some patients may take a slim chance at survival with cpr vs certain death without cpr its all about values and beliefs of the patient,AmitAryaMD,2019-01-08,01:34:39
110, cpr is the only treatment unlike chemo or surgery that could make an immediate difference between life amp death for many patients amp families staying alive could be simplified to heartbeat breathing eating amp drinking hence requests for artificial nutrition amp hydration,AmitAryaMD,2019-01-08,01:38:55
111,the notion that death could be diagnosed in the brain didnt emerge until after the advent of the modern ventilatorthe new death was an ethical choice masquerading as a medical factto me brain deatheath but an important philosophical question,KateMckMD,2019-01-12,23:36:26
112,as a pharmacist by training all i can say thats sad a note to the college should be in order,JohnsonNeilG,2019-01-13,13:01:43
113,the trust and support our patients have for our team of cardiac surgeons is not lost on people like resident surgeon dr saurabh gupta,HamHealthSci,2019-01-14,21:08:00
114,the tool is opening up conversations with seniors and normalizing mental health discussions head over to quorum and read how is successfully identifying and addressing symptoms of depression among seniors with the phq tool,OntarioHealthOH,2019-01-15,19:15:16
115,despite what many may suspect the plastic surgeons conducting the survey found that the loss of ideal breast shape was not significantly linked with pregnancy weight gain or a history of breastfeeding,JeromeEdelstein,2019-01-16,14:33:54
116,learn how and are improving care for patients with major depression using on quorum,OntarioHealthOH,2019-01-16,20:45:16
117,recently saw patient with advanced als profound symptoms eg dyspnea anxiety secretions for months suffering became too hard to tolerate and then patient asked for maid only this triggered an urgent consult this cant be the standard of care,AmitAryaMD,2019-01-16,21:13:23
118,one of the greatest harms of over treatment and overdiagnosis may be loss of trust more is not always better a great article from ,AmitAryaMD,2019-01-18,11:21:58
119,as per the us ambassador there are two sides of the science better known as democratization of facts,AmitAryaMD,2019-01-22,17:18:08
120,agreed reminded of the following quote from pioneer dr neil macdonald a number of symptom complexes are not simply markers of progressive illness but in their own right may adversely affect the course of illness pain can kill so may depression,AmitAryaMD,2019-01-23,02:16:28
121,sad to this myth still exists pain relief is not just for eol but should be prescribed earlier remember pain kills need to educate on proper opioid prescribing practices and differentiating opioid side effects toxicity and overdose not the same,AmitAryaMD,2019-01-23,11:56:58
122,i agree social inequities much more apparent towards eol lifelimiting illness can in itself result in job loss in addition to ambulance have seen that patientcaregiver cannot afford parking agreed is a pioneer and we are lucky to work with him,AmitAryaMD,2019-01-25,11:17:48
123,why suicide is falling around the world and how to bring it down more  staying alive,JohnsonNeilG,2019-01-27,14:56:55
124,leading health care organizations declare physician burnout as public health crisis  news  harvard th chan school of public health not surprised with all the brainpower devoted to the task emrs must get better  quick,drzieglergyn,2019-01-28,02:20:29
125,did you know family and other informal caregivers of home care clients in who received care for more than two months are increasingly distressed learn more in measuring up ,OntarioHealthOH,2019-01-30,13:30:34
126,this we must follow those like who shared her experience of depression at msh its time to talk amp help women in our community by joining us for unionville off w letsgo,OakValleyHealth,2019-01-30,14:50:10
127,craig struggling with his own health problems and busy life became a caregiver for his mother lois in her final weeks of life read their story to learn about the gaps in  the distress this causes caregivers,OntarioHealthOH,2019-01-30,15:01:23
128,hey moms check out this emotional strengths finder  identify your strengths instead of shoulding all the time,catriona_hippma,2019-01-31,01:19:54
129,addressing legal issues can almost always alleviate stress that may be hindering our clients ability to improve their health learn how s health justice initiative is partnering with the legal system on quorum,OntarioHealthOH,2019-02-01,15:10:22
130,thank you to all the parents who came out to the launch of our msh mom amp dad ambassador program you are important members of the msh community and were honoured to be there for you as your families grow,OakValleyHealth,2019-02-01,15:50:57
131,best wishes to the joyce family on the death of ron joycemany thanks to ron and the joyce family foundation for your philanthropy,TKarachi_MD,2019-02-01,18:01:55
132,a must read thread almost all patients have a progressive life limiting illness and the ltc will be their place of death staff not trained in and resources too few frail marginalized and vulnerable population,AmitAryaMD,2019-02-02,13:00:59
133,there is not a single answer we need more staffing in and better training in  we need more but it will never be a  service thus a focus on and a approach to death dying and loss may be the most important,AmitAryaMD,2019-02-02,16:19:07
134,just finished reading s a house in the sky having picked it up an hour after hearing her speak in person i have never had a book jolt me so emotionally before i vow today to heighten my appreciation for every small gift in my life thank you amanda,DrLoriBrotto,2019-02-05,15:09:40
135,we will be wrapping up shortly any closing thoughts  key points you want to stress about quality standards,OntarioHealthOH,2019-02-05,18:54:20
136,a approach would involve amp reduction as a society we have deskilled ourselves to look after the seriouslly ill and their caregivers death and bereavement should be a societal issue and less so a medical problem,AmitAryaMD,2019-02-06,12:12:02
137,looking for your feedback a draft quality standard outlining quality care for people experiencing early complications and loss tell us what you think before february ,OntarioHealthOH,2019-02-06,17:00:26
138,our sln will greet you and your family and escort you to the surgical assessment and discharge unit sadu while providing valuable information about the program and what to expect during your stay with us you will have the opportunity to ask and have your questions answered,OakValleyHealth,2019-02-06,19:54:53
139,share your feedback what does quality health care look like for complications and loss tell us what you think of our draft quality standard and patient guide by february ,OntarioHealthOH,2019-02-07,00:00:20
140,vinay prasad a wakeup call for the medical profession  the bmj,postgradw,2019-02-08,17:53:02
141,feedback is important a draft quality standard on early complication and loss along w a guide for patients are now online,OntarioHealthOH,2019-02-08,21:15:15
142,see the draft quality standard and accompanying patient guide for early complications and loss and tell us what you think by february ,OntarioHealthOH,2019-02-09,19:55:08
143, theres no debate doesnt hasten death in fact for cancer pts it prolongs life even sedation doesnt hasten death the myth that a palliative approach shortens life eg via opioid use and is giving up is something we combat everyday,AmitAryaMD,2019-02-10,12:47:34
144, anecdotally have had several cases where wellmeaning specialists didnt recognize needs early by the time we saw it was too late to request maid pt had lost capacity and had suffered greatly no one had talked about eol planning before me,AmitAryaMD,2019-02-10,12:50:26
145,wonderful to hear of your daughters interest in  its definitely a complex issue and discussion is always welcome once again well established research shows medications interventions etc never hasten death either neutral or lifeprolonging,AmitAryaMD,2019-02-10,15:30:43
146,actually only of the are saved by the screening which is traded off with of the false positives dying as a result of testing so only  actually benefit from the screening at a cost of hundreds experiencing further unnecessary testing and anxiety,postgradw,2019-02-11,05:19:46
147,totally agree part of a approach to death dying and loss,AmitAryaMD,2019-02-11,11:47:49
148,looking for your feedback a draft quality standard outlining quality care for people experiencing early complications and loss tell us what you think before february ,OntarioHealthOH,2019-02-11,19:00:26
149,agreed alongside public education to support death dying and loss in the community we must also educate all health care providers with basic training in ,AmitAryaMD,2019-02-12,14:12:34
150,what was your experience during your pregnancy complication or loss would this guide have helped you interact with your health care providers tell us what you think by february ,OntarioHealthOH,2019-02-13,00:00:46
151,its what happens on the journey to death which may last years that can be hard yet concerns itself primarily with the  not the ,AmitAryaMD,2019-02-13,11:55:28
152,even deep sedation does not seem to shorten life i do respect how this may not be important for many patients amp caregivers at eol yet there are many who are still fearful that hastens death and implies giving up,AmitAryaMD,2019-02-14,11:07:45
153,its have your lips lost some of their natural volume have you noticed that your lipstick just doesnt stay on the way it used toa subtle lip plump with filler,JeromeEdelstein,2019-02-15,15:25:08
154,his warnings of the medicalisation of life and death runaway costs ever declining value patients reduced to consumers growing empires of doctors other health workers and researchers and the industrialisation of healthcare have come truewow,AmitAryaMD,2019-02-18,00:57:09
155,sad these issues are complex and require collaboration amp open discussion rather than stigmatization i am happy to be your friend  but seriously do try a beyond meat burger if you havent already ,AmitAryaMD,2019-02-20,01:17:47
156,a bit of an exaggeration my friend since jihadis have resulted in the death of many innocent people mostly muslims themselves around the world some vegans may be annoying yet have killed no one that i know of,AmitAryaMD,2019-02-20,01:21:55
157,very grateful to hear your perspective thank you we definitely need to increase supports in the community we need to remove stigmas around death and dying is not just endoflife care,AmitAryaMD,2019-02-20,01:34:20
158,start by developing rapport first listen to the patient amp family their perspectives hopes fears understand cultural amp religious valueswhen timely discuss as a postdeath attempt at revival not effective if the heart dies last discuss poor qol in the icu,AmitAryaMD,2019-02-20,02:20:01
159,share your feedback what does quality health care look like for complications and loss tell us what you think of our draft quality standard and patient guide by february ,OntarioHealthOH,2019-02-21,00:00:25
160,people with experience pain amp emotional distress at levels similar to people with cancerindividuals with frailty often expressed a preference for reduced intervention but these preferences were not always observed at critical phases of care cc,AmitAryaMD,2019-02-22,01:29:38
161,re clare gerada we need a complaints code of conduct  the bmj you got that right colleges and hospitals that encouraging patients to complain is a major reason for physician burn out and even worse physician suicide who sticks up for us,drzieglergyn,2019-02-22,02:57:08
162,clinicians perceive patient and family factors as the most important barriers to discussionsour findings highlight the potential for high levels of anxiety or even denial faced by patients with advanced ,AmitAryaMD,2019-02-22,10:00:45
163,in the spectrum between alive and dead we set the threshold and we can do so in response to biological ethical and even practical considerations death is not a binary state or a simple biological fact but a complex social choice,AmitAryaMD,2019-02-22,10:18:57
164,feedback is important a draft quality standard on early complication and loss along w a guide for patients are now online,OntarioHealthOH,2019-02-22,16:00:36
165,we recommend publicly funding a new technology for online cognitive behavioural therapy for people with major depression and anxiety disorders learn how this may cut down for ,OntarioHealthOH,2019-02-22,19:00:36
166,heightened distress is associated with worse patient outcomes in terms of worse healthrelated quality of life lesser treatment adherence lower satisfaction with care and possibly lower survival,AmitAryaMD,2019-02-25,01:30:10
167,we are working on a draft quality standard and patient guide with the pregnancy and infant loss network  tell us how this draft could be better by february ,OntarioHealthOH,2019-02-25,13:51:45
168,we recommend publicly funding a new technology for online cognitive behavioural therapy for people with major depression and anxiety disorders learn how this may cut down for ,OntarioHealthOH,2019-02-25,18:45:15
169,looking for your feedback two draft quality standards outlining quality care for people with anxiety disorders and obsessivecompulsive disorder tell us what you think before march ,OntarioHealthOH,2019-02-25,19:49:57
170,this shouldnt be happening we are not treating numbers on a screen but human beings we should always provide symptom management regardless of the stage of the illness as you have mentioned absolutely critical to ensure a good death,AmitAryaMD,2019-02-26,02:11:24
171,we cant thank our musical volunteers enough for helping to ease the stress of our patients and their families,mch_childrens,2019-02-26,21:53:30
172,we work very much as a team and their is no subservience it all depends on the needs values and beliefs of the patient and family regardless of prognosis i still do agree strongly that above all else we need to ensure the patient has a good death,AmitAryaMD,2019-02-27,01:36:14
173,we recommend publicly funding a new technology for online cognitive behavioural therapy for people with major depression and anxiety disorders learn how this may cut down for ,OntarioHealthOH,2019-02-28,15:30:32
174,can present in many ways specific phobias social anxiety generalized anxiety panic disorder and agoraphobia how can an make health care better share your thoughts by march ,OntarioHealthOH,2019-02-28,18:00:45
175,agreed as per the average life expectancy of a person when admitted to is about years for almost everyone the ltc is their last home prior to death i feel that we should change the name to longterm unit,AmitAryaMD,2019-03-03,01:31:15
176,staff are continually faced with the presence of death with a number of factors influencing how their experi ence with is managed,AmitAryaMD,2019-03-03,12:55:21
177,interesting article from on physicians choosing to work parttime burnout and professional fatigue continue to be issues worth talking about,allan_k_grillMD,2019-03-03,14:44:54
178,sadly failure to accrue to sbrt vs surgery trials is one of the great failures of the thoracic oncology community and is an unfortunate byproduct of market effects in medical decision making now we have to put up with these pointless debates for the next few years,DoctorJSpicer,2019-03-05,00:26:34
179,its open for me i think its a part of informed consent for operable patients that they be aware of the alternatives though no one is really sure if sbrt is equivalentbetter than surgery most patients still choose surgery but i think its an emotionalpragmatic decision,DoctorJSpicer,2019-03-05,02:30:51
180,luke perrys death has many of us thinking about the risks and signs of  do you know the signs so you can act fast ,HamHealthSci,2019-03-06,14:13:22
181,healthcare for physicians fundamentals covering topics like system governance health economics emotional intelligence open for registration ideal for established and emerging alike visit,mcmasterchse,2019-03-08,19:42:26
182,i agree and care are very important for front line patient care and more training would greatly benefit our population let us keep in mind the proportion of canadian deaths occurring in is significantly rising,AmitAryaMD,2019-03-09,17:47:04
183,such limited resources are provided in canada for the amp especially so at end of life listen to peach md lead a healing circle to reflect on a homeless patients death amp address the moral distress experienced by those who care death is a issue,DocSandyB,2019-03-09,21:19:58
184,incredible to share the experience of a healing circle with the heroic peach team so touching and empowering at the same time very proud to work with amp call him a friend amp mentor death is a social justice issue,AmitAryaMD,2019-03-10,19:02:29
185, residents who lose weight have persistent problems with hydration and suffer from shortness of breath are at particular risk of  the presence of also predicts death within days of assessment,AmitAryaMD,2019-03-12,11:46:06
186,in a person with advanced copd  there is never nothing we can treat symptomtitrated morphine would be unlikely to make breathing stop or hasten death this is less about telemedicine amp more about poor communication skills,AmitAryaMD,2019-03-13,13:02:33
187,persistent genital arousal symptoms participate in this research study aimed at better understanding this distressing condition for women,DrLoriBrotto,2019-03-15,01:59:13
188,that is bs and it makes me madsad when it happens to us i yelp about it see reviewer ,DrNadiaChaudhri,2019-03-16,15:47:26
189,looking forward to dr mike allans live accredited webinar today at noon et about evidencebased issues highly relevant to depression management in primary care please tune in,allan_k_grillMD,2019-03-19,10:10:05
190,for sure account for the majority of reasons as to why we fall ill they are as medical as hypertension depression and dementia should use screening tools regularly in all areas of clinical practice,AmitAryaMD,2019-03-19,22:18:47
191,a well written article agree that all physicians should be much better prepared to deal with death amp dying at the same time our aim should also be to demedicalize a natural process amp better empower familiescommunities in providing care,AmitAryaMD,2019-03-20,09:45:43
192,qualitative research on for spouses of patients w bipolar disorder may be applicable to apps in general reduce stressors decr social isolation improve communication with patient amp others med management provide info on resources,yvonneychan,2019-03-23,13:31:12
