,TWEET,USERNAME,DATE,TIME
54, in the case of widespread community transmission ongoing people with mild symptoms should self isolate since testing will not change their management but rather add burden to an already stressed healthcare system they should assume they are positive and stay home,parsnipper,2020-03-14,18:21:25
55,great question  on a global basis most of us canadians live amp lead rather sheltered amp insulated personal health journeys unlike where i trained in africa  we canadians arent familiar with perpetual lives lost to epidemics or endemic diseases,awruddiman,2020-03-14,21:30:20
56,many ways to draw talent and expertise back in to the healthcare professions when facing a profound potential draw and draw down fatigue  burnout  exhaustion  illness related to a health pandemic great suggestion,awruddiman,2020-03-14,21:33:29
57,these are tough times many are scared of  rightly soi just delivered toilet paper to an elderly patient shelves are emptyi just heard that there was a death in ontario of an elderly patient who tested positive bringing the total to among cases in canada,DocSchmadia,2020-03-17,16:30:01
58,this article is causing so much distress should have carefully considered the title and a clear interpretation for people who dont study infection control to avoid the panic,parsnipper,2020-03-18,14:28:24
59,great article with practical information on helping kids cope with anxiety,DoctorsOfBC,2020-03-18,18:06:01
60,for the young nonhcw ppl who dont understand all the hullabaloo and are worried about economic insecurityloss of freedom try not to futurize  whatif too much just suspend judgement instill faith in this process we need your participation for it to work,parsnipper,2020-03-19,18:30:27
61,admitted a young man to hospital today for respiratory distress likely due to covid remember just because it mostly harms the elderly doesnt mean it only harms the elderly stay safe and isolate,indysahota,2020-03-20,06:52:19
62,i was on call for the past hthe anxiety was intense im waiting for the surge to hit my local community hospital others have already started feeling the incredible pressureall those sick peopleso i come home my husbands keeps back my kids i decontaminate myself,DocSchmadia,2020-03-21,23:28:10
63,i avoid my parents they are elderly my mom on immunosuppressants my dad heart failurei saw them today they drove by parked across the street watched my kids bike ride laughingwaved to me too scared to leave the car we airhugged my dad got sad so they left,DocSchmadia,2020-03-21,23:28:11
64,thank you sorry for your loss,KimKellyMD,2020-03-22,15:39:11
65,in bed scrolling twitter with tears rolling down my face reading about the docs in seattle nyc etc working in hospitals completely overwhelmed with covid cases and having to cope with so many deaths including their fellow docs i am terrified to face the next few weeks,kselandMD,2020-03-23,06:20:07
66,by pres i dont know what history will say about us but i will always remember that despite the fear anxiety and stress it was the kindness generosity and courage of people that shone through,DocSchmadia,2020-03-25,00:29:16
67,and mr pg lost to goats,kselandMD,2020-03-26,22:00:52
68,does not mean we have to be emotionally or socially isolated from friends and family hosted an online family forum tonight connecting some of our gang from   and ,awruddiman,2020-03-27,05:53:52
69,epidemiologists are used to working with imperfect data the goal is not necessarily to identify every single case hospitalizations  health cafe workers with infections and deaths are sentinel events that give us estimates of disease burden in the community,parsnipper,2020-03-27,22:30:51
70,truly saddened to hear this my sincere condolences to her family friends colleagues she touched us all and brightened our lives,PEAKMD,2020-03-28,02:02:02
71,appreciating the app text covidhope to to receive messages of encouragement to help ease stress and anxiety thanks amp ,KimKellyMD,2020-03-28,15:14:57
72,thank you this is awesome  unbelievably sad funny wise and hopeful,PEAKMD,2020-03-29,16:19:10
73,the physician health program is providing by phone or videoconferencing for physicians physician trainees and family members feeling overwhelmed and needing support during these stressful times details here,DoctorsOfBC,2020-03-31,18:01:33
74,brainless distractions tonight in the midst of all the emotional fatigue starting to ready our vw camper bus for another season fingers crossed added a few more memorable stickers to the road warrior nelson,awruddiman,2020-04-01,03:06:32
75,a huge loss to the international scientific community world renowned south african hiv research scientist prof gita ramjee dies of related complications,awruddiman,2020-04-01,03:22:29
76,physicians in a time of increased stress amp anxiety talking to your peers can help were offering free zoom w psychiatrist dr jennifer russel amp phps roxanne joyce email peersupportcom for link details,DoctorsOfBC,2020-04-01,18:19:05
77,okay ill bite  lets frame this a bit for many of the causes of death on that list there are in many many cases either a prevention management or definitive treatment im thinking vaccines meds seatbelts counseling  nothing bud we square,awruddiman,2020-04-02,01:23:53
78,very sad i knew two of them in memoriam healthcare workers who have died of covid via,JeanSeely,2020-04-02,13:02:16
79,one day we will look back and understand what we did rightwhat we did wrongwe will mourn those who sacrificed those whom we lost to and most of all we will celebrate survivingone day we will rebuild our world post ,DocSchmadia,2020-04-02,23:41:12
80,at her briefing today dr bonnie henry urged british columbians to see their own doctor for medical care  virtual care keeps patients and physicians safe stresses the importance of continuity of care,DoctorsOfBC,2020-04-03,22:55:48
81,these are deaths not number of cases,Kidsbonedoc,2020-04-04,14:42:55
82,we all die its scary yet true but a good death matters as much as a good lifedying on a machine is not how i want to die ever most doctors i know agreethats why mattersa matters especially nowvia ,DocSchmadia,2020-04-05,14:51:02
83,thanks kyle really sad the reach and scope of this pandemic it knows no boundaries,awruddiman,2020-04-06,00:36:24
84,thank you extra sad and unsettling  unnerving when the indiscriminate nature of this pandemic knocks on the door of those near and dear to you,awruddiman,2020-04-06,00:38:50
85,thank you gigi this pandemic is certainly changing the world in ways only three months ago we would not have imagined amongst the heroics the service of frontline healthcare workers amp the the pulling together there are so many families globally who are encountering sadness,awruddiman,2020-04-06,00:56:31
86,sorry about your loss  may your colleague rest in peace condolences to family amp friends please take care,SammyChuMD1,2020-04-07,10:19:25
87,in general resilient people have intensely negative reactions to trauma they experience despair and stress and acknowledge the horror of whats happening but even in the darkest of places they see glimmers of light and this ultimately sustains them,bechardmel,2020-04-08,00:26:10
88,interesting article on model of  however some have criticized that the model underestimates no of cases amp deaths,SammyChuMD1,2020-04-08,14:11:52
89,luckily we get to throw around opinions on twitter my opinion is that trying to compare deaths from covid during a period of low prevalence but potential exponential transmission to a disease which has a relatively stable mortality rate is meaningless foresttrees stuff,parsnipper,2020-04-09,19:29:46
90,agree the overall mortality rate is important deaths that occur due to our response to covid are important too and they will occur its a very challenging balancing act about life economy culture safety political stability none of us can truly know where the balance lies,parsnipper,2020-04-09,19:52:49
91,the methanol overdose deaths wow,parsnipper,2020-04-09,20:03:05
92,your son is beautiful and sadly i agree with your assessment i hope he never gets ,DocSchmadia,2020-04-10,11:02:28
93,frances perkins deserves more credit for what she accomplished for fdrs new deal during the great depression,SammyChuMD1,2020-04-11,00:54:37
94,thank you for sharing doug glad you feel they will be of use reducing anxiety and caring for ourselves is so important during this time,BCFamilyDoctors,2020-04-16,21:39:53
95,but it raises the issue that depending on case definitions surveillance testing rates recovery definitions hard to compare one country to another  it will also be impt to look at all deaths during this period regardless of covid to really understand impact,parsnipper,2020-04-18,05:06:05
96,i helped that man but there are many whom i cant helpmy year old patient waiting for his stress testmy year old patient waiting for cataract surgerymy year old patient waiting for his neurostimulatormy year old patient waiting for her knee replacement,DocSchmadia,2020-04-18,17:07:18
97,this made me tearful is working to  but it comes at a costfear loneliness isolation deterioration delayed care financial troubleto everyone we are in this together,DocSchmadia,2020-04-18,17:12:51
98,sadly this was kits beach in vancouver around h tonight not as packed but definitely not m between everyone exception for same household members,DrMCGregoire,2020-04-19,02:13:05
99,such sad news brian my condolences to your friends family and also to you  death at a difficult time,awruddiman,2020-04-19,22:07:53
100,this tribute to orthopaedic surgeon sadeq elhowsh,AnizKhalfan,2020-04-22,00:09:02
101,i trained with the pc docs excellent group and top notch training site sad to see this resource not be available to future residents and medical students will certainly cause demise of rural medicine training if this persists more than a couple years,CMan_CCFP,2020-04-22,05:14:25
102,new bc testing guideline test if you have fever chills cough short of breath sore throat runny  stuffy nose loss of sense of smell headache muscle aches fatigue loss of appetite find a test site below,CalvinTongMD,2020-04-24,16:17:56
103,podcasts evidencebased tips for are a favourite under normal circumstances and have been a lifeline for stress cant recommend highly enough new season coming april,bechardmel,2020-04-24,17:42:46
104,watching the vigil for the moms dads sons and daughters who died in the my heart is breaking this makes me so sad,DocSchmadia,2020-04-24,22:04:41
105,but covid deaths as shown in this chart arent as affected by testing unlike a chart of positive cases i believe unexpected deaths occurring now are tested for covid,kselandMD,2020-04-25,15:13:40
106,the many losses including the loss of normalcy and the need to grieve then come up regularly on the daily zoom calls i host hopefully we will find some meaning in all of this,PEAKMD,2020-04-25,19:53:03
107,with and my moms recent death feel like my saving grace ordered new ones today for authors see some recommendations,KimKellyMD,2020-04-27,23:50:45
108,in a depression caused by a pandemic,DocMcConks,2020-04-29,05:45:47
109,really sad news i loved his films,indysahota,2020-04-29,13:47:23
110,in the nuance of the discussion around the balance of public health and economy there has been a lot of fixation on mortality which is important  but also important for every death there are many who experience critical illness that can majorly impact function after recovery,parsnipper,2020-04-29,14:48:58
111,if you take care of women during pregnancy let them know about this research study looking at anxiety in pregnancy and if youre pregnant please consider participating,BCFamilyDoctors,2020-04-30,19:34:48
112,why changing how you think about stress could help you be less affected by it,dr_oona,2020-05-02,06:40:16
113,watching canada choose peoples lives over the economyhearing my year old patient with dementia cry from lonelinessmy neighbour dropping a box of freshbaked donuts for the kidsnot hugging my mom for months,DocSchmadia,2020-05-04,16:10:28
114,my grandmother would have been today she was a seamstress and fabric shop owner she encouraged me to study and be a physician in her honor i made a loan today to a group of strong women in brazil,DrMCGregoire,2020-05-05,14:32:38
115, measures to protect long term care cohesiveness of the population do they follow the rules let alone how well do you measure covid deaths transparency of data and cultural practices including baseline respiratory etiquettehygiene,parsnipper,2020-05-08,15:55:41
116,finally a virus got me scientist who fought ebola and hiv reflects on facing death from covid  science  aaas,kselandMD,2020-05-10,04:36:38
117,a reflexion that is sadly timely today the more who die the less we care confronting the deadly arithmetic of compassion,DrMCGregoire,2020-05-10,16:45:14
118,the number of times youll hear the word tradition used as a way to bludgeon progess in medicine or anything else is sad and needs to be challenged,indysahota,2020-05-11,23:52:43
119,has changed how we look at patientsbefore they cried i held their hand some would lean against me hurt amp hurtingnow i worry for what people may carry may pass on a virus that has killed so manynow theres distance isolation barriers fear loneliness,DocSchmadia,2020-05-12,09:45:58
120,this was unbelievable that you all had to go through this today so sorry this added to your stress i hope it worked out at the end with your newfound computer hacker competencies,PEAKMD,2020-05-14,01:36:26
121,just speaking to my son who told me it took  hours on the day it was rescheduled to to book a time to take the exam truly unnecessary added stress,PEAKMD,2020-05-14,01:39:57
122,bcs top doctor advises against travel as new covid cases and deaths announced  cbc news,DoctorsOfBC,2020-05-15,16:12:06
123,dear organizers death is universal but lets not accelerate it shall we if youre too afraid to live a spartan life due to a virus then youre already dead  joe desena spartan ceo,DrMCGregoire,2020-05-16,05:33:21
124,take it from one of the best o lineman of all time weight loss leads to improved joint pain how marshal yanda lost pounds in three months  baltimore ravens blog espn,DocMcConks,2020-05-16,16:15:22
125,this letter broke my  thanks for sharing dr leigh sundems suicide note by sharing her story dr sundem continues to advocate to of mental illness in physicians,DrMCGregoire,2020-05-17,04:23:27
126,so terribly sad  they were on their way to vancouver island to cheer us tomorrow i hope no one was hurt thank you,DrMCGregoire,2020-05-17,21:16:58
127,agree so much sadness for nova scotia especially,DrMCGregoire,2020-05-18,02:42:21
128,i am already having anticipatory anxiety about what the volume of work will look like in the next weeks and months as we try to clear backlogs as someone prone to volumerelated burnout im concerned,kselandMD,2020-05-18,06:03:13
129,would the total deaths not be less with lock down than without though because by flattening the curve we had capacity to support folks who needed it in icu as opposed to italy where they rationed ventilators and people just got sent away,kselandMD,2020-05-20,23:28:32
130,yrs free from cv death  hf hospn yrs more survival thats itwe need dapa approved in  arni first line and an app to apply this imputed analysis to all our pt profiles  might be a great communication tool for discussing benefits vs rrr from rct,ShelleyZieroth,2020-05-21,23:36:16
131,cont cons requires access to technology and internet disadvantages those wout standalone telemedicine will not have full patient historyinvestigations  conditions may be missed labs duplicated have already seen this x,dr_oona,2020-05-22,01:19:58
132,heres a good weekend read  op via  those of us who are not experts on climate change have no justifiable reason to reject the expertise of those who are core message sadly the hypocrisy has much to do with politics than climate science,awruddiman,2020-05-23,18:40:52
133,the chronic stress of is affecting your  heres how can help wants to help,dr_oona,2020-05-24,00:43:18
134,i am so sorry i lost both my parents within weeks of each other it is truly surreal and heartbreaking take care,kselandMD,2020-05-24,21:09:43
135,i am so sorry for your loss what an incredible journey your mom had,ShelleyZieroth,2020-05-25,02:08:03
136,at least not  went untreated and unknown death count as a result  see some highlights from article,DrBrianDay,2020-05-25,20:10:49
137,this is amazing thank you im so grateful that i am emotional,DocSchmadia,2020-05-30,22:07:44
138,bc physicians feeling stress or burnout join the physician health programs online peer support session taking place at noon today led by dr jennifer russell its dropin free and completely confidential ,DoctorsOfBC,2020-06-03,15:48:27
139,physicians were feeling overwhelmed and experiencing high rates of burnout before covid this is likely even more exacerbated now grateful for to raise awareness and push for concrete solutions to ensure,PEAKMD,2020-06-05,13:38:29
140, thanks for sharing this thread amp most worthy read by on  a poignant example of systemic and  the meanders in to forty one bullets and mississippi goddam draw tears amp sadness,awruddiman,2020-06-06,17:19:46
141,it got cv death in empareg,ShelleyZieroth,2020-06-09,00:39:46
142,sadly the coronavirus is still very much present  the number of cases may be declining in some parts of the world i am thankful that it is the case where i live but it continues to climb in other parts,DrMCGregoire,2020-06-10,05:31:25
143,the sad story that never ends judges abusive comments crossed the line crown argues in david and collet stephan appeal  cbc news,DrMCGregoire,2020-06-11,21:14:08
144,same for us growing up mom handmade so many beautiful things for us too sadly i appreciate that so much more as i got older than i did then,PEAKMD,2020-06-12,14:05:16
145,i sought counselling in medical school for anxiety and depression never missed a single day of school or residency was denied insurance because of this,kselandMD,2020-06-16,02:57:45
146,a sad reality for many physicians perpetuating the stigma of mental illness in medicine a significant barrier when it comes to get help care and support willing to improve our health should be a positive not a negative note on our file  ,DrMCGregoire,2020-06-16,04:59:29
147,sad news coming out of recently indian soldiers killed in skirmishes for those who dont know i run a small nonprofit  that funds healthcare programs there no one wants full escalation to outright war with china ultimately the ppl lose,indysahota,2020-06-17,19:52:36
148,what can you do to stay safe spend lots of time outside studies have shown that transmission of covid is more likely in indoor situations and outdoor exercise helps with stress management,DoctorsOfBC,2020-06-17,21:30:58
149,dear  i am sorry for your loss i reported aubreys account and i encourage to do the same,DrMCGregoire,2020-06-18,19:28:08
150,sadly womens warnings are too often not heard insufficient grounds via,DrMCGregoire,2020-06-18,20:48:51
151,the political spectrum is sometimes a circle not a linear continuum the antivax movements radical shift from crunchy granola purists to farright crusaders via,DrMCGregoire,2020-06-19,14:10:28
152,very hurtful here is what it looks like to acknowledge the significant pain for families whove lost loved ones  even when that number is low,mclaughlin_tom,2020-06-19,16:49:08
153,a patient liked me so much today that she was sad i wouldnt be at her follow up appointment and took a picture with me i love the everchanging er but sometimes miss those longitudinal patient relationships,bechardmel,2020-06-21,01:15:19
154,dont call it a comeback trumps tulsa rally was just another sad farce  the guardian,DrMCGregoire,2020-06-21,04:17:55
155,this is absolutely unacceptable so many warnings were provided by the family on how to safely approach this mentally unwell patientthey were ignored instead the police opted to deescalate with a gun again a sad day for us all,indysahota,2020-06-21,15:44:13
156,the clinicalburnout epidemic meets the covid pandemic tail how health care leaders can respond cocreating a thriving humancentered health system in the postcovid era  catalyst nonissue content,PEAKMD,2020-06-24,15:15:31
157,sadly it appears that this train has already left the station as the numbers in the usa continue to grow alarmingly did folks south of the th think this virus would just cower amp miraculously go away keep up the effort ,awruddiman,2020-06-24,20:56:29
158,what is the date range on this graph i cant find it this is todays update in nyt death trending up in az,DrMCGregoire,2020-06-25,21:34:12
159,trying to catch up the surgery backlogbutif you catch in the days before or the days after surgery your chance of death spikes to in preop testing amp isolation is critical should we tell patients to isolate for days after too,DocSchmadia,2020-06-27,10:18:18
160,how hospital administrators cancombat provider burnout and improve the organizational bottom line,PEAKMD,2020-06-27,15:30:34
161,truly saddened to learn this sending you a big hug,PEAKMD,2020-06-28,18:39:28
162,seeking and implementing evidencebased physician suicide prevention,DrMCGregoire,2020-06-30,04:01:26
163,thanks mitch sad i cant be learning in person in baltimore but being at lotw aka the most beautiful place in the world really helps,bechardmel,2020-07-02,15:55:09
164,sadly when it happened to me multiple times i did not know what was going on i was dumbfounded now i am educated thanks  and will be able to call it out,KimKellyMD,2020-07-05,20:13:29
165,extra corporal membrane oxygenation ecmo is a step above conventional life support  and a step closer to death,DrMCGregoire,2020-07-06,04:03:51
166,and stop penalizing women who do talk about these issues via job loss lack of promotion mentorship sponsorship spreading false rumours not supporting in elections amp responding by darvo deny attack reverse victim and offender  all ways to try and remove womens ,KimKellyMD,2020-07-09,17:30:47
167,the personal devastation  is not the only health threat to seniors in institutional caresocial isolation and loneliness so sorry for your loss for you and your family,clairehsnyman,2020-07-11,16:11:10
168,i am sorry for your tremendous loss  he sounds like the most amazing man just like his son,ShelleyZieroth,2020-07-11,18:36:49
169,disclosing depression or any mental illness when youre a physician means years of reporting to college  likely inability to get new lifedisability insurance no other health conditions have this barrier to treatment this need to change,DrMCGregoire,2020-07-12,05:01:07
170,im so sorry for your loss i hope you got to say goodbye mr picard,DocSchmadia,2020-07-13,00:10:00
171,adherence to weight  hospitalization death also adherence is  works best for pts that can adhere,CalvinTongMD,2020-07-13,13:31:04
172,all docs on twitter be like to destress during covid i run km per day sleep h a night and only eat broccoli like get real yall what are you really doing,indysahota,2020-07-14,02:28:38
173,again your analyzing this like its all over when its not this sort of analysis is best reserved for when the pandemic is over vietnam is a strange outlier laos and cambodia also register covid deaths and honestly i find that hard to believe reporting issues likely,indysahota,2020-07-14,12:45:49
174,critical document for from on addressing workforce crisis provide high qualityholistic care  support for good quality of life end of life amp death ,clairehsnyman,2020-07-14,15:49:06
175,this is predictable amp devastatingmany others have lost their jobs i see itlosing a doctor has far reaching impact one that we cant afford in the middle of a healthrelated crisiswhere will their patients go to get help er hospitals waitlist for another specialist,DocSchmadia,2020-07-14,16:01:43
176,i remember that fatigue cognitivephysicalemotional energy will return and there will be times soon where you sign off and feel energized congratulations on passing this milestone,dr_oona,2020-07-15,05:21:16
177,its a challenging time for youth weve curated a collection of trusted bc resources to help youth and their parents amp care providers tackle mental health issues including dealing with anxiety eating disorders depression substance abuse amp more,DoctorsOfBC,2020-07-15,16:50:29
178,thanks for the opportunity to collaborate cancelled procedures  impact of published in open every  in the size of a countrys population yrs the death rate from was  ,ShelleyZieroth,2020-07-15,18:40:14
179,agree take advantage of different perspectives whenever you can try to avoid at same place used to be academic suicide if babs mams phd all at same school,SammyChuMD1,2020-07-16,01:06:45
180,the physician health program is available by phone or videoconferencing for docs and their families needing support w issues affecting their wellbeing includes physical or mental health addictions relationship issues finances and workplace stress,DoctorsOfBC,2020-07-16,20:10:15
181,this week marks the beginning of national drowning prevention week the majority of drowning deaths in bc happen during the summer read our tips to stay safe,DoctorsOfBC,2020-07-20,18:25:14
182,while british columbians made sacrifices to bend the curve anxiety depression and addiction were quietly ramping up behind closed doors says ,DoctorsOfBC,2020-07-20,22:10:14
183,if you are part of a team performing covid tests on children check out the video created by  show it to your young patients to help them understand the process and reduce anxiety,DoctorsOfBC,2020-07-21,17:15:34
184,huge discrepancy between reported number of fatalities  excess deaths gtk in  people dying from non conditions because health systems have been orientated to,clairehsnyman,2020-07-23,19:35:58
185,the thule as noted appears a bit bulky for the m we went with the inno racks wedge and colourmatched it with a nice cosmetic outcome paired it with the stock roof rack be prepared for a  loss of energy efficiency on long trips at highway speed,awruddiman,2020-07-23,21:19:41
186,as a radiologist  of these would be the death of me,kselandMD,2020-07-24,02:04:09
187,argh this week we were sadly reminded of how misogyny and racism are not only present in academia but valued enough to be published,DrMCGregoire,2020-07-25,16:32:00
188,lol im sad leicester didnt make champs league thats all,indysahota,2020-07-27,17:58:43
189,i am surprised and saddened by that instruction i think its terrible,snewbery1,2020-07-30,02:25:54
190,jayne just so very sorry for your loss thank you and really appreciate all you do to destigmatize mental health treatment in physician training and practice,AnizKhalfan,2020-08-01,00:02:18
191,sad news coming from beirut i hope everyone at the is ok,DrMCGregoire,2020-08-04,16:46:35
192,im a seasoned sailor windsurfer and kiteboarder and get to spend lots of time on the water in bc it both amazes and saddens me as to how many people active on and in the water are flippant with regards to personal water safety pfds save lives,awruddiman,2020-08-04,19:18:16
