,TWEET,USERNAME,DATE,TIME
18,on  we want to acknowledge how difficult the past months have been for teens and adolescents the pandemic has further intensified and exacerbated anxiety depression suicidality and overall hopelessness more,OakValleyHealth,2021-08-12,15:26:29
19,child amp adolescent services  kids help phone  or ontario distress centres,OakValleyHealth,2021-08-12,15:26:29
20,dear media more tyler blacks less prasads gandhis and makarys please,lisa_iannattone,2021-08-13,01:00:05
21,theres a total lack of leadership in this country at all levels im sad for canadians we deserve better,lisa_iannattone,2021-08-13,01:19:15
22, also adds that emotional dimensions of youth shouldnt be minimized a return to school will benefit them in many ways,HamHealthSci,2021-08-13,13:17:02
23,developed with  a outlining quality care for people experiencing complications such as pain and vaginal bleeding andor the loss of their pregnancy in the first weeks is available learn more,OntarioHealthOH,2021-08-13,13:25:03
24,only  of canadians traveled internationally last month so theyre responsible for a disproportionate number of new cases setting off a wave that will affect  of us negatively and lead to closures illness and deaths just not to inconvenience that  is indefensible,lisa_iannattone,2021-08-14,00:37:31
25,this makes me sad,MatthewOughton,2021-08-14,16:38:55
26,there are many benefits associated with inperson school the education part is so important but theres the physical aspect and the social and emotional health aspect,mch_childrens,2021-08-15,23:09:00
27,myth the vaccine is experimentalreality  prior to approval studies were done on tens of thousands of people the vaccine has already been administered to billion people  the vaccine reduces transmission serious illness amp death from vaccines work,AmitAryaMD,2021-08-16,14:59:52
28,icelands outbreak actually illustrates how effective the vaccines are at preventing the viruss most severe impacts overwhelmingly mild disease and no deaths to date small minority admitted to hospital preventing strain of the healthcare system this is how the vaccine work,DocDominik,2021-08-17,01:00:03
29,an ltc facility where i work has a  staff vaccination rateanother ltc facility in etobicoke has a  staff vaccination rate amp now two deaths from this variability is dangerouswhy didnt ontario mandate vaccines for health workers earlier every day counts,AmitAryaMD,2021-08-17,15:39:49
30,great kt tool  causes of memory loss,dr_alexandrap,2021-08-18,00:47:07
31,i always focus on hospital admissions  but the uncoupling of cases to hospital admissionsicudeaths only occurs in those vaccinated  the more we vaccinate the less likely is that we will get into another icu bed strain going into winter,DocDominik,2021-08-18,13:59:48
32,its a sad state of affairs if youre calling on the government to be as efficient about reconciliation as it was about assimilation murray sinclair on reconciliation anger unmarked gravesand a headline for this story ,JohnsonNeilG,2021-08-19,13:12:20
33,now that this world has turned into a yazid i will return to the soil of karbala where hussain teaches me love and death teaches me victoryartwork,zikrejaana,2021-08-19,14:28:09
34,said seems rather like they really want us to opt out of lifethats whats so sad as expands to provide relief from social life suffering vs relief from a painful death it reflects us giving up on our fellow human beings under the pretense of autonomy,Psych_MD,2021-08-20,21:54:21
35,this  we have been more optimistic going into fall as we expected the vaccine uptake to not drop as badly as it did since peak in july and now we see again an increasing wave of unvaccinated people requiring hospital admissions sad and preventable at this point,DocDominik,2021-08-21,14:47:39
36,greatly appreciate everything you have done  your advocacy has saved so many lives a sad day for all in ontario,AmitAryaMD,2021-08-23,11:30:53
37,alex i work in quebecs busiest er our province is  double vaxd since the vaxs came out ive seen bells palsy and case of hives that may have been related to the vax no pattern of unusual neuro or cardiac deaths vax deaths or sig illness is just not a thing here,postgradw,2021-08-23,12:45:50
38,one hundred percent but young males while getting sick to variable degrees a small percentage about per million  are rarely if ever dying from it i was responding to your comment earlier in the thread implying there was an issue around impt of vax related deaths,postgradw,2021-08-23,13:20:14
39,btw  there were vax deaths relating to vitt from the jampj vaccine and astrazeneca here in canada relatively low  tragic as they were a problem was recognized and was acted upon we are currently giving the mrna vaccines almost uniquely in canada now,postgradw,2021-08-23,13:23:43
40,found something so will save you some work from they agree that rates in  grp are million but vaxing males  could prevent covid cases hospitalisations icu deathsand most myocarditis resolve spontaneously,postgradw,2021-08-23,17:32:02
41,so worth a discussion about riskbenefit esp in young males but remember were not talking deaths here from myocarditis for what its worth my yr old son and yr old daughter are fully vaccinated as are the entire families of all my ed md colleagues those eligible,postgradw,2021-08-23,17:37:13
42,kitna aasaan tha teray hijr mai marna jaanaphir bhe ik umr lage jaan say jatay jatay ahmad farazremembering sahib on his death anniversary,zikrejaana,2021-08-25,14:27:31
43,my sun starts grade today the pride in my heart is pushing out the sadness i want to be there i want to envelop him in the biggest hug,DrNadiaChaudhri,2021-08-26,12:14:01
44,our pregnancy patient guide is designed to help people ask questions if they are in the and have pain or bleeding or think they may be having a miscarriage it can also help with followup care after a loss,OntarioHealthOH,2021-08-27,13:55:04
45,headline ontarios ltc minister defends shotortest policy for ltc staffthe real headline even after deaths during the first two waves ontarios ltc minister continues to endanger the lives of ltc residents by refusing to actually mandate vaccines for all ltc staff,AmitAryaMD,2021-08-27,21:11:11
46,rt  the screening form lists the following symptoms fever andor chills coughing or barking cough croup shortness of breath decrease or loss of taste or smell nausea vomiting andor diarrhea,allan_k_grillMD,2021-08-28,04:18:27
47,rt amp  catching the virus before it spreads will also help reduce the risk of school outbreaks and closures keeping more kids in classrooms and limiting learning losses for students,allan_k_grillMD,2021-08-28,04:46:51
48,infectionvaccine  prior covid  hospitalizationvaccine  prior covid  deathsvaccine   prior covid   ,wlharper1,2021-08-28,15:03:48
49,these small numbers make it difficult to ascertain if the differences between vaccine and prior covid are real or statistical anomalieswhats striking is that both are very protective against symptomatic illness hospitalization and death,wlharper1,2021-08-28,15:08:23
50,the rates would tell a more compelling story right  vaxxed means a much lower rate of cases hospitalizations and deaths please consider,PackerTamar,2021-08-28,21:38:13
51,our experts have created a video series on a variety of topics including vaccinations managing school anxiety bullying screen time kindergarten readiness and more theres lots of great advice and tips,HamHealthSci,2021-08-31,12:30:03
52,great pub on burnout amongst microvascular surgeons a mentor once said that surgical disciplines can take well adjusted people and make them not so welladjusted dont forget to protect your protected days and always take vacation,DrJohndeAlmeida,2021-09-01,00:23:48
53,very sad to hear this heartbreaking news  sincere condolences,AmitAryaMD,2021-09-01,02:24:41
54,ontarios premier we didnt hesitate to put measures in place to protect peoples health amp safetyreality humanitarian crisis in ltc with deaths essential workers died waiting for paid sick days failed vaccine rollout still no proper plan to keep schools safe,AmitAryaMD,2021-09-01,17:36:08
55,nothing elsesedentary but not more or less with covid no endocrino problem no alcohol no other med cd gt and undetectable x  no depression etc,sebpoule,2021-09-01,20:50:21
56,no med no drug no alcohol no depressionoh wait i forgot shes pregnant,sebpoule,2021-09-02,01:09:40
57,so very sad  such an awesome person,arcandandrew,2021-09-02,02:53:08
58,with the unusual school year last year some kids may have anxiety about returning to inperson learning and potential learning gaps this is completely normal watch these videos for tips on managing anxiety,mch_childrens,2021-09-02,13:30:07
59,its normal for kids to experience some anxiety around  especially after last years closures our experts have some great info and tips on schoolrelated anxiety,HamHealthSci,2021-09-02,15:12:24
60,its important to help your child work through their anxiety to support a smooth transition to the classroom watch this video to learn more,mch_childrens,2021-09-02,19:17:01
61,lack of opto coverage is a major loss to ontario healthcare trust me when i say doctors ophthalmology excluded dont know eyes as well as our optometry colleagues dont trust us with your teeth either both should be covered,CarlyeJensen,2021-09-02,20:54:05
62,nishaan e mard e momin ba too goyamchoon marg aayad tabassum bar lab e oustlet me tell you the sign of a man of faithwhen death comes to him he has a smile on his lipsallama iqbal,zikrejaana,2021-09-04,15:13:01
63,this is super interesting does an optimistic person experience less distress or are they less likely to report the distress they are feeling would be super interesting to look at biological metrics of stress and see how these overlay with selfreporting of distress,DoctorJSpicer,2021-09-05,17:10:44
64,im so sorry for your loss ,AmitAryaMD,2021-09-06,15:29:04
65,preorder s sorry for your loss its fantastic,tzippymfa,2021-09-06,18:07:18
66,who else thinks that we should be talking about the pandemic deaths in ltc amp how were going to fix our broken eldercare system way more during ,AmitAryaMD,2021-09-09,16:00:20
67,yes kids are at high risk of getting infected from delta in particular given that they are largely not vaccinated and tend to have more close social contacts than most adults but they do not have the same risk for death not even close stating otherwise is misinformation,DocDominik,2021-09-09,19:53:06
68,ive had pswshomecare workers warehouse workers whove died so am i supposed to take a cavalier attitude toward the fact my members have lost their lives on the front lines im going to honour their lives by doing the right thing dias said,JohnsonNeilG,2021-09-10,01:15:55
69,its world suicide prevention dayour health care experts share advice for young people and their families in hopes that it may help you navigate a very challenging and difficult space,mch_childrens,2021-09-10,17:23:50
70,we hope this series increases awareness of suicide risk encourages people to have important conversations about suicide reduces stigma and provides helpful suggestions for how to support youth,HamHealthSci,2021-09-10,18:22:02
71,hi  you can contact hhs security to get a replacement badge and let them know your original badge has been lost security staff are available at all sites  except sph  am  midnight please call ahead ext  to ensure someone is actually present,HamHealthSci,2021-09-11,14:27:43
72,thanks irfan  it is sad that this needs to be said though healthcare is there for everyone who needs care regardless of the fact that we would want to have as many people vaccinated as possible which is in the best interest of the society at large,DocDominik,2021-09-12,17:29:39
73,when it comes to packing school lunches one of our dietitians says dont stress it here are some suggestions as part of our video series,HamHealthSci,2021-09-13,12:24:01
74,the idea of packing school lunches may seem like a daunting task to some parents dont stress it says one of our dietitians here are some suggestions for as part of our video series,mch_childrens,2021-09-13,12:55:01
75,covid infection increases the risk of pregnancy loss premature birth blood pressure complications of pregnancy and a higher risk of severe covid says dr dustin costescu obstetriciangynecologist at hhs,HamHealthSci,2021-09-13,18:24:01
76,experts at hhs answer some frequently asked questions to help ease some of the anxiety surrounding the covid vaccine in people of childbearing age,mch_childrens,2021-09-13,18:37:58
77,in facing death concordia neuroscientist nadia chaudhri has built a lasting legacy and inspired thousands,RitaSuri27,2021-09-14,02:25:49
78,covid infection increases the risk of pregnancy loss premature birth blood pressure complications of pregnancy and a higher risk of severe covid says dr dustin costescu obstetriciangynecologist at hhs,HamHealthSci,2021-09-14,14:09:01
79,unless you consider accepting mass illness death and disability  collapse of healthcare systems to be a reasonable plan,lisa_iannattone,2021-09-16,02:52:54
80,this benefits the white wealthy and privileged to have even more autonomy while sacrificing our most vulnerable those marginalized by sexism racism ageism and ableism to entirely avoidable premature deaths  ,Psych_MD,2021-09-16,14:45:17
81,these people would want to live if given a true choice of life with dignity instead of the enticement of a painless death to escape a painful life  ,Psych_MD,2021-09-16,14:45:18
82,it sacrifices them to these deaths under the pretence of autonomy  disregarding how internalized oppression  ref would force our most vulnerable to make an impossible and unfair choice to die well because society never gave them a chance to live well,Psych_MD,2021-09-16,14:45:18
83,today ignoring the evidence prominent politicians senators and sadly some of my psychiatrist colleagues are similarly reassuring canadians that our wide maid expansion is enlightened and safe  ,Psych_MD,2021-09-16,14:45:19
84,it may be safe for the privileged who already live well and will have more autonomy to die better for others the nondying disabled and marginalized whose social suffering will be solved with death it will eventually be called something else  ,Psych_MD,2021-09-16,14:45:20
85,natural immunity in the us despite all the hype hasnt stopped them from surpassing deaths a day the pandemic didnt end in mid we keep losing time because of these predictions that encourage everyone to just wait it out,lisa_iannattone,2021-09-16,20:55:58
86,excellent insight into radiologist burnout for providing this perspective and advice on mitigation strategies,CJFlegg,2021-09-17,00:17:20
87,good morning amp happy friday to everyone except ontarios minister of ltc who doesnt feel its necessary to remove forprofit companies from ltceven though they had a covid death rate x greater than municipal homes amp abandoned people to die from dehydrationoutrageous,AmitAryaMD,2021-09-17,11:48:00
88,doctors in bc cant really do that their college asked them to refrain adding to the confusion and anxiety by posting alarming messages and more recently asked them to stop criticizing the response even in private forums the single source messaging in bc is no accident,lisa_iannattone,2021-09-19,12:43:37
89,psa covid has shown us how voting is literally a matter of life amp death for those who are most vulnerable lets keep those we have lost during this pandemic in our hearts amp minds today,AmitAryaMD,2021-09-20,15:09:29
90,in times of uncertainty people try to take control as a way to cope feelings of anxiety anger and frustration can bubble over when people feel a loss of control here are some tips to manage emotions brought on by covid,HamHealthSci,2021-09-21,14:34:01
91,for those quoting uk data suggesting that vaccines do not prevent hospital icuadmissions and death please read this vaccines are the best tool we have to mitigate the impact of the pandemic and to eventually move into an endemic state get the ,DocDominik,2021-09-22,13:12:35
92,in times of uncertainty people try to take control as a way to cope feelings of anxiety anger and frustration can bubble over when people feel a loss of control here are some tips to manage emotions brought on by covid,HamHealthSci,2021-09-22,19:34:01
93,good news story  you may remember mike vannetten the chicken farmer from simcoe who nearly lost his life to covid his wife sarah is participating in s strides fundraising event this weekend to help raise funds for a new ecmo machine,HamHealthSci,2021-09-22,19:55:27
94,when youre months and waves into a crisis where the stakes are quite literally life and death and you messed it up this bad youre clearly not the person for the job and the fact that they cant own the failure and step down further proves that point,lisa_iannattone,2021-09-22,21:57:12
95,with so many cases it was inevitable it would get into retirement and ltc homes exactly vaccinated residents cases hospitalisations amp deathsso how long before the live with covid crowd comes full circle and reverts back to shield the vulnerable,lisa_iannattone,2021-09-23,00:59:59
96,rt  family physicians have taken on a number of new roles during the pandemic thats only increased their workloadon top of that theyre dealing with the same distress and uncertainty as everybody else,allan_k_grillMD,2021-09-23,11:35:19
97,mike vannetten nearly lost his life to covid to honour him and the staff at hamilton general hospital mikes wife sarah is participating in this years strides fundraiser the hospital has angels walking within its walls says sarah,HamHealthSci,2021-09-24,14:13:02
98,this is a really good idea improving access to testing especially in symptomatic school age kids will help reduce stress for parents amp families,allan_k_grillMD,2021-09-24,16:24:35
99,how many of these articles is it going to take before someone finally attempts to quantify how much of the workforce weve lost to posticu syndrome and long covid,lisa_iannattone,2021-09-25,02:21:51
100,rt  the most important thingto avoid severe disease hospitalization death amp long covid is to reduce the spread of the coronavirusthe most effective way to do that is not through boostersbut by getting unvaccinated people vaccinated,allan_k_grillMD,2021-09-26,03:15:41
101,such a powerful speech we need a global solution to this problem we need to make vaccine equity a priority how many more variants how many more deaths who will stand up,lisa_iannattone,2021-09-26,16:40:08
102,yup canadian sadness until pm,arcandandrew,2021-09-26,23:45:50
103,me too been watching my whole life super sad to miss acceptances and performances,arcandandrew,2021-09-27,01:14:56
104,so sorry for your loss,lisa_iannattone,2021-09-27,14:21:01
105,this evolutionary adaptive mechanism aestivation explains the reasons for sarcopenia and hypertension in kidney failure and other conditions of water loss is aestivation at play in astronauts another amazing post by mythri shankar ,DrFlashHeart,2021-09-27,15:08:26
106,the entire family is deeply saddened by the passing of dr peter dent his vision for a worldclass childrens hospital serving children youth amp families led directly to who we are today we mourn but also celebrate his impact,BrucePSquires,2021-09-28,18:26:11
107,donc mois sans restrictions auckland et mois pour lensemble du pays cest clair quon a t beaucoup plus confin ici de loin on na jamais t sans restrictions depuis mars   morts et une pidmie de burnout chez nos travailleurs de la sant,lisa_iannattone,2021-09-29,13:50:32
108,the general health of the population will suffer its a very sad thought i dont believe there isnt a solution though humanity has solved very complex problems before we just have to decide to want a better solution that doesnt lead to the deterioration of our healthcare,lisa_iannattone,2021-09-29,18:35:19
109,on amp we commit to understand amp address intergenerational harm to indigenous peoples  children lost amp lasting impact on survivors families amp communities one place to learndonate is the woodland cultural centre,BrucePSquires,2021-09-30,16:11:31
110,theyre caring for the sickest covid patients and know all about what its taking to keep unvaccinated people alive in the icu sadly some will certainly die and leave their families without fathers brothers mothers sisters read this story,HamHealthSci,2021-10-01,17:14:25
111,care for ecls patients and on the covid unit in general requires more than just looking after the sickest of the sick it requires attention and focus on caring and looking after the entire team the level of burnout and the input they can provide in helping these patients,HamHealthSci,2021-10-01,17:18:48
112,quebec amp bc have already made covid vaccines mandatory for all health workerstoday ontario finally mandated vaccines for ltc onlywhy does the government always act so late resulting in preventable deathsamp then the action is just another half measure,AmitAryaMD,2021-10-01,17:26:54
113,selection bias by death,lisa_iannattone,2021-10-03,17:54:21
114,in ontario major depression is the most common mental illness see what quality care looks like with quality standards,OntarioHealthOH,2021-10-06,13:01:15
115,people have a far greater chance of longterm health risks hospitalization or even death from an actual covid infection than any potential rare side effect to the vaccine including myocarditis or pericarditis,HamHealthSci,2021-10-06,19:44:06
116,was such an inspiration for us all it is hard to express in words what this loss means for so many people sincere condolences to her family and loved ones,AmitAryaMD,2021-10-06,20:59:53
117,this is the book i wish i had written spread the word and join us october at  est for a reading and discussion of s amazing new book sorry for your loss register at ,tzippymfa,2021-10-08,13:25:58
118,anxiety disorders are characterized by excessivepersistent feelings of worry or fear and have a substantial effect on those with a disorder and their families a quality standard outlines what quality care looks like,OntarioHealthOH,2021-10-08,14:02:37
119,we are so sorry for your loss ashley dr dent will always be remembered for his incredible contributions,mch_childrens,2021-10-08,23:30:56
120,people have a far greater chance of longterm health risks hospitalization or even death from an actual covid infection than any potential rare side effect to the vaccine including myocarditis or pericarditis,HamHealthSci,2021-10-09,19:18:00
121,the work of dismantling systemic racism in health care does not end with the emotional labour of bearing witness and creating safety in fact that is precisely where it beginsa must read primer,PackerTamar,2021-10-10,01:48:38
122,i dont understand those that are stressed by request for vaccine but not stressed from getting sick i get requests for exemption from vaccine all the time and yet to find one that meets criteria,ShaharLavi1,2021-10-10,13:07:33
123,in a country where people like dr prasad get a lot of airtime and are given way too much credibility in mainstream media dr feigldings style has proven to be very effective at reaching the general public with counter messaging everyone has a role i think he plays his well,lisa_iannattone,2021-10-12,17:05:49
124,one in three people has an anxiety disorder including phobias social anxiety panic disorder and agoraphobia our outlining care for anxiety disorders including obsessivecompulsive disorder or  are available,OntarioHealthOH,2021-10-12,18:35:03
125,imagine being this childs parents and having to hear someone in power downplay the importance of your childs preventable death to world also these preexisting condition outings seem like a breach of patient confidentiality this child would be easily identifiable to many,lisa_iannattone,2021-10-12,22:26:18
126,so sadto be honest someone coming back with a gun in that situation is probably the last thing i would have in mind here up north ,sebpoule,2021-10-12,23:25:38
127,not sure i follow if influenza causes deaths annually with a  attack rate how can we expect a similar death toll of with a deadlier virus that we can expect to infect twice as many people  attack rate,lisa_iannattone,2021-10-13,16:01:33
128,thankful for all of my ed nursing colleagues on  we are lost without and appreciate of all you do ,arcandandrew,2021-10-13,16:27:31
129,im going to be that person that points out that annual deaths in the us seems very unrealistic over deaths and counting since july in a vaccine era wave are we counting on immunity by infection to lower the ifr recent evidence suggests that it wont,lisa_iannattone,2021-10-13,16:50:50
130,hadnt seen this makes me even more skeptical of his estimations in his worst case version that led to k annual deaths he used an ifr of  still half of singapores with  vaccinated vs the uss  deathswave is more likely the uss best case scenario,lisa_iannattone,2021-10-14,00:25:16
131,schlegel villages a forprofit ltc company had horrific outbreaks during  resulting in gt deathstoday the ontario government rewarded them with a license for a new bed ltc facilityif that doesnt tell you that the system is broken i dont know what will,AmitAryaMD,2021-10-14,14:54:48
132,preprint that reviews published casesverall comparable odds of symptomatic presentation were reported in the two infections however a higher icu admission rate was observed in reinfection vs first infection  vs  deaths were reported,lisa_iannattone,2021-10-15,03:59:36
133,today is pregnancy and infant loss remembrance dayjennifer peter social worker at mcmaster university medical centre offers some ways to support someone who is going through this experience,mch_childrens,2021-10-15,13:13:00
134,new saskatchewan is taking action against forprofit ltc by taking over extendicare facilitiesheres what ontario has done to protect forprofit ltc provide liability protection pay for full beds even if empty give subsidies for lost  offer new bed licenses,AmitAryaMD,2021-10-15,13:51:53
135,early pregnancy loss happens in about one in five pregnancies for many it can be a difficult topic to discuss but many people will go through it our patient guide is designed to help patients play an active role in getting the best possible care,OntarioHealthOH,2021-10-15,14:02:16
136,for years rose szypula and her family have been delivering gifts to children at mcmaster childrens hospital on one special day each yeartw infant death,mch_childrens,2021-10-15,16:10:02
137,today is pregnancy and infant loss awareness day,HamHealthSci,2021-10-15,17:30:35
138,today is  oak valley health is sharing our support to parents and families who have suffered the loss of a pregnancy or the death of an infant we remember and honour the babies gone too soon,OakValleyHealth,2021-10-15,19:51:03
139,october is pregnancy and infant loss remembrance day rose szypula honours her late son aaron each year by giving gifts to children at mcmaster childrens hospital on his birthday aaron died shortly after birth in ,mch_childrens,2021-10-15,22:45:00
140,bc consistently seems to fly under the radar for some reason x more deaths per capita than ontario looking forward to the follow up book weeks that shaped a pandemic bombing the delta wave,lisa_iannattone,2021-10-15,23:48:44
141,over countries have eliminated malaria despite it being carried by a vector the who would like to see it eradicated the first step is deciding that a pathogen is causing too many deaths and too much morbidity to just live with malaria deaths a year covid ,lisa_iannattone,2021-10-18,13:53:07
142,rt  ontario reports new covid cases more deaths,allan_k_grillMD,2021-10-18,14:10:37
143,im so sorry for your loss  sincere condolences,AmitAryaMD,2021-10-19,00:42:40
144,rt  ontario reports new covid cases four additional deaths,allan_k_grillMD,2021-10-20,14:06:21
145,rt aside from protecting kids against more serious symptoms of covid the vaccine would also reduce the risk ofpassing the virus on to a vulnerable family member amp make for a better school environment w less stress about transmission,allan_k_grillMD,2021-10-20,16:01:19
146,sadly i have no suggestions but am interested in a list to share,catriona_hippma,2021-10-20,16:28:28
147,with regard to the previous waves bc undercounted their death toll excellent thread and report on that here,lisa_iannattone,2021-10-20,23:00:58
148,and for the current wave daily deaths in bc are x as high as ontarios at the moment,lisa_iannattone,2021-10-20,23:02:22
149,deaths remain mercifully low,lisa_iannattone,2021-10-21,00:50:53
150,really interesting data from  increased risk for perinatal mental illness for those with chronic physical illnesses surprising risk for psychotic illnesses was greater than moodanxiety illnesses curious what the other mental illnesses were,catriona_hippma,2021-10-21,18:01:32
151,really exciting findings from dr van lieshout peerdelivered group cbt for perinatal depressionanxiety results in clinically significant improvement in depressionanxiety symptoms and improves outcomes for infants compared to no change for control groups,catriona_hippma,2021-10-21,18:35:24
152,the ratio of nurse for patients at night is on the higher end for ltc facilities sadly it can be much worse,AmitAryaMD,2021-10-22,11:42:41
153,delaying booster shots amp failing to provide health workers ppe to account for airborne transmission of covid are public policy failures resulting in preventable deaths in british columbias ltc facilities,AmitAryaMD,2021-10-22,13:04:23
154,tamponadeerforationperforationloss of integrity of the vessel wallknowing few details may be wire or basedpl wiring seemed outside of the lumenit could have perforated and dissected the periadventitial av groove fat with no initial extravasation into the pericardium,YbarraLuiz,2021-10-22,16:13:04
155,sadly thats not a wrong answer,sebpoule,2021-10-22,22:56:58
156,dismayed to hear that my fellow white people are actually less supportive of black lives matter than before george floyds death powerful talk by dr ruth shim,catriona_hippma,2021-10-23,18:24:03
157,remarkable pilot data on the asynchronous therapistassisted virtual group most impactful for those with greater depression symptoms similar to data in antidepressant trials contrary to expectations that this would best fit those with mild depression,catriona_hippma,2021-10-23,21:05:44
158,racial discrimination is a unique stressor experienced by perinatal people by principal components analysis and is a predictor of postpartum depression thank you so much for your work ,catriona_hippma,2021-10-23,21:46:59
159,vince naccarato spent almost two weeks at markham stouffville hospital courageously battling covid before sadly succumbing to his illness vinces sister eugenia recounts his battle and their familys gratitude for the intensive care unit icu staff,OakValleyHealth,2021-10-24,16:09:18
160,since our mental health services for cancer patients are relatively new our researchers are exploring whether its meeting the patients needs now that many are experiencing added stress from the pandemic,HamHealthSci,2021-10-24,18:24:00
161,quality standards are patient safety over the past two decades ontario has seen a rise in opioidrelated deaths amp hospitalizations use our patient guide to work w your care providers to make a care plan for opioid use disorder that works for you,OntarioHealthOH,2021-10-26,16:01:53
162,canadas headlong assisted death expansion compassionate medical assistance in dying or negligent social suicide promotionlooking fwd to seeman health law amp policy seminar amp discussion tomorrowthurs oct   pminforegistration eventslawca,Psych_MD,2021-10-27,15:11:41
163,healthcare capacity is healthcare workers and hcws are only human choosing policies that lead to mass burnout will inevitably take the healthcare system down he was warned multiple times by multiple people he made the call and were now living with the consequences ,lisa_iannattone,2021-10-27,15:37:49
164,that is just horrific i am so sorry for your loss ,AmitAryaMD,2021-10-27,23:34:01
165,quality standards are patient safetyour early pregnancy complications and loss patient guide is designed to help ppl ask questions if they are in the and have pain or bleeding or think they may be having a miscarriage,OntarioHealthOH,2021-10-28,16:02:12
166,so sorry to hear about the loss of your father thank you for sharing this video we hope it will help others,HamHealthSci,2021-10-29,20:20:52
167,this is horrible  staffing shortages are a vicious cycle which cannot be solved without improving working conditions our government just seems to be happy with calling psws heroes but isnt really doing much else it is so sad that this is still happening,AmitAryaMD,2021-10-30,15:22:50
168,sadly the staffing ratios were even worse during covid outbreaks the forprofit companies could have cut shareholder dividends amp poured money into front line carebut many of them are financialized meaning that the focus is on shortterm profit amp ltc is viewed as a commodity,AmitAryaMD,2021-10-30,17:50:35
169,natural sarscov neuroinvasion has been evidenced by autopsy and an imaging study of hundreds of covid patients scanned before and after infection showed evidence of loss of grey matter in regions of the brain associated with smell memory and emotional processing,lisa_iannattone,2021-10-31,00:34:24
170,focusing on hospitalizations and deaths as the only outcomes is shortsighted relying on postvaccine infection as an immune booster may carry serious risk as such infections can result in increased disease severity,lisa_iannattone,2021-10-31,00:34:24
171,im very saddened to see this  i hope your nana was peaceful and comfortable sending condolences to you and your family at this time,AmitAryaMD,2021-11-01,11:35:55
172,completely agree  in many of the patients i care for poor dental care amp hygeine is a major contributor to reduced appetite very sad to see when it is all preventable,AmitAryaMD,2021-11-01,12:00:53
173,potentiel clinical impact of the observed differences in il  associated with some arv regimensmodel suggests that ilobserved with the switch from drs to drrs may risk of snaes andor death in plwh discuss,sebpoule,2021-11-02,00:53:25
174,im terribly sorry to hear about your loss  i hope poppa was comfortable and peaceful in his last momentssincere condolences to all of you,AmitAryaMD,2021-11-03,01:24:07
