,Unnamed: 0,Unnamed: 0.1,TWEET,USERNAME,DATE,TIME,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score,Final_label
50,50,50,listening to leaders debate in french so its possible it got lost in my translation but on topic of pros and cons of mandatory vaccination i didnt hear a single leader reference the impact this could have on canadas m unvaccinated highly vulnerable kids,EGruenwoldt,2021-09-09,00:24:57,negative,0.6651684045791626,negative,0.6335127949714661,fear,0.9921138286590576,negative,0.856652021408081,negative,0.4157004952430725,negative
51,51,51,wondering how you can make the transition back to school smoother here are a few steps you can take with your kids address your childs anxiety emphasize safety measures amp talk about the protocols remind them about the benefits of socialization,DoctorsOfBC,2021-09-09,18:30:04,neutral,0.5603001117706299,positive,0.5188237428665161,joy,0.9121916890144348,positive,0.7094311714172363,positive,0.37070348858833313,positive
52,52,52,anxiety treatment at your fingertips via,JDRichardsonMD,2021-09-10,00:39:56,neutral,0.9684705138206482,neutral,0.742688000202179,fear,0.9791999459266664,positive,0.9825180172920228,positive,0.45618578791618347,neutral
53,53,53,thanks for this update given that these patients are all noted to be in the intensive care unit  icu all of these unfortunate individuals are realistically amp sadly desperately fighting for their very lives with all of the resources an icu can offer,awruddiman,2021-09-13,20:19:37,negative,0.5340026021003723,neutral,0.4478268325328827,sadness,0.9987586736679076,negative,0.5199007391929626,negative,0.4307851791381836,negative
54,54,54,my questions to those who choose a herd immunity strategist are simpleare these deaths and injuries from covid acceptable to you do you see this as still doing the right thing what is the benefit that balances these lossesim genuinely curious and trying to understand,BirthControlDoc,2021-09-16,14:22:02,neutral,0.653296947479248,neutral,0.6876885890960693,surprise,0.98967182636261,negative,0.974551260471344,negative,0.37022536993026733,negative
55,55,55,while we know very little about this tiny patient or hisher circumstances it is just awful that this childs death was entirely preventable this is on the grownups and the decision makers in our midst we have collectively failed kids and many other vulnerable pops in cda,EGruenwoldt,2021-09-17,16:23:09,negative,0.9760562181472778,negative,0.969720184803009,sadness,0.8955427408218384,negative,0.9982435703277588,negative,0.4453417658805847,negative
56,56,56,dr cecile andreas a doctor from cranbrook shares what shes seeing in her coaching practice working with physicians family doctors are burnt out from the stressors of the healthcare system and  read now on our blog,BCFamilyDoctors,2021-09-17,17:10:03,neutral,0.8828248381614685,neutral,0.6811733245849609,anger,0.9925205707550048,negative,0.6687055826187134,negative,0.42164281010627747,negative
57,57,57,i hear this daily from colleagues  the moral distress and moral injury we are managing,PEAKMD,2021-09-17,23:55:56,negative,0.9750322699546814,negative,0.7750274538993835,joy,0.7730045318603516,positive,0.961090326309204,negative,0.6419982314109802,negative
58,58,58,colleagues  too numerous to name here  who were already overburdened from the pandemic stressed and tired picked up extra shifts where they could so i could spend time with my partner they were there to help fill the schedule when i was off postsurgery,indysahota,2021-09-18,18:53:13,neutral,0.8356771469116211,neutral,0.4770041704177856,sadness,0.9050693511962892,positive,0.8855090737342834,negative,0.35106199979782104,neutral
59,59,59,sadly surgical dates are editable in alberta toogoals of care might be editable as wellalbertawe have to value each other,doreen_rabi,2021-09-19,19:57:53,negative,0.5398701429367065,neutral,0.58219975233078,joy,0.8252081274986267,negative,0.9583799839019777,negative,0.38226374983787537,negative
60,60,60,the sad realities of our ever worsening health system,DrBrianDay,2021-09-20,01:35:36,negative,0.9814884662628174,negative,0.9547219276428224,sadness,0.9972879886627196,negative,0.9981164932250975,negative,0.6967557668685913,negative
61,61,61,as far as lifes certainties go white men failing up comes right after death amp taxes,doreen_rabi,2021-09-21,21:44:32,negative,0.927416980266571,negative,0.7705110907554626,sadness,0.9894099235534668,negative,0.985205352306366,negative,0.49028486013412476,negative
62,62,62,so very sorry for your loss,kselandMD,2021-09-22,07:47:49,negative,0.8278895020484924,negative,0.8061274886131287,sadness,0.9949032068252563,negative,0.9045042991638184,negative,0.5125576257705688,negative
63,63,63,do i have this right among the lost to covid today was a child a person under years of age that is how this news is shared leaders need to be available to the press amp accountable everyday until we are thru this,doreen_rabi,2021-09-22,22:47:29,neutral,0.7980636358261108,neutral,0.5750015377998352,joy,0.9115940928459167,positive,0.6280022859573364,negative,0.35859915614128113,neutral
64,64,64,sad and preventable terrible news for individuals amp families who have this generous act taken away from them and for all people on the transplant waitlists,DrMCGregoire,2021-09-24,05:32:22,negative,0.9740079045295716,negative,0.9591708183288574,love,0.954528033733368,negative,0.9951666593551636,negative,0.5546120405197144,negative
65,65,65,ad hominem is sadly quite common and is often disguised as conflict of interest arguments when avoiding a discussion of the evidence coi is real but isnt always the main problem,ShielaAppavoo,2021-09-25,21:50:48,negative,0.8829038143157959,negative,0.7625946998596191,anger,0.8354626297950745,negative,0.9983355402946472,negative,0.3831060230731964,negative
66,66,66,i just saw this and was heartbroken so very sad,clairehsnyman,2021-09-26,01:32:52,negative,0.9728259444236756,negative,0.9328306913375854,sadness,0.9989474415779114,negative,0.8285855650901794,negative,0.4365670084953308,negative
67,67,67,every loss of a skilled health care provider is unfortunate but the numbers of staff lost to the vaccine mandate will almost surely be much smaller than the number lost to acute covid illness and long covid if staff are not vaccinated for all,snewbery1,2021-09-26,17:02:17,negative,0.920824408531189,negative,0.7895940542221069,sadness,0.9986310601234436,negative,0.9922055602073668,negative,0.4155919551849365,negative
68,68,68,the power of vaccinesoutbreak staff patients several deaths original strain prevaccination of most hcw januaryoutbreak patients no deaths nondelta julyoutbreak patients so far no new cases today during delta wave ,parsnipper,2021-09-30,05:52:23,neutral,0.8520815372467041,neutral,0.674611508846283,joy,0.9101388454437256,positive,0.9997479319572448,negative,0.34388479590415955,neutral
69,69,69,as an immigrant to thirty years ago i acknowledge that i am a first generation settler today amp every day i will work towards honouring the lost children amp survivors of residential schools their families amp communities this history is tragic and painful,awruddiman,2021-09-30,18:37:46,neutral,0.6642629504203796,neutral,0.5224998593330383,sadness,0.998460054397583,positive,0.9780125021934508,negative,0.41596466302871704,neutral
70,70,70,healthcare workers didnt update their wills in march expecting to die by suicide but here we are,BirthControlDoc,2021-09-30,21:35:34,negative,0.9573601484298706,negative,0.9271626472473145,sadness,0.4188387989997864,positive,0.9806305766105652,negative,0.4741653800010681,negative
71,71,71,im sad for my professionim sick of learning of nurses and doctors who felt this was their only way outim disappointed in all levels of leadershipim safe,BirthControlDoc,2021-09-30,22:03:58,negative,0.9692756533622742,negative,0.9684158563613892,sadness,0.997401237487793,negative,0.9980606436729432,negative,0.3717866539955139,negative
72,72,72,great summary by kenney is a master gaslighter who constantly tries to normalize horrific stuff yesterday a yr old was among those lost to covid and a colleague has been lost to suicide this is horrific ,doreen_rabi,2021-10-01,14:11:58,negative,0.9784207940101624,negative,0.932473599910736,sadness,0.9951245188713074,negative,0.9975420236587524,negative,0.41204601526260376,negative
73,73,73,colonialism amp empire building by many nations at the expense of so many people was once deemed to be a noble effort the lasting devastation this had had in canada amp globally really saddens me the way forward change happens at the speed of trust  stephen covey,awruddiman,2021-10-01,15:49:30,negative,0.7321476936340332,negative,0.906706690788269,joy,0.9833567142486572,positive,0.9767842888832092,negative,0.42449861764907837,negative
74,74,74,opioid deaths are up amp they need to be reported too the impact of hubris amp ideologydriven policy in the province is devastating we have a snowball of bad policy rolling over the cliff in this province,doreen_rabi,2021-10-01,15:58:44,negative,0.980786383152008,negative,0.9673839211463928,sadness,0.9813831448554992,negative,0.9990697503089904,negative,0.491580069065094,negative
75,75,75,completely agreeregardless of the factors that lead to this tragic loss of life the pain is felt by manythese losses ms foremsky and those we lost prepandemic are deeply affecting to an already traumatized workforce,doreen_rabi,2021-10-01,21:02:35,negative,0.9729207158088684,negative,0.8825693130493164,sadness,0.9987757802009584,negative,0.9806094765663148,negative,0.4062354862689972,negative
76,76,76,lying with confidence a foundational gaslighting skillwe are not growing capacity creation of icu beds comes at a cost to other parts of the system surgical delays clinic closures etc so you cant talk about icu capacity wout mentioning the loss of capacity elsewhere,doreen_rabi,2021-10-02,15:52:46,negative,0.8560743927955627,neutral,0.4886578917503357,anger,0.6424969434738159,negative,0.9994766116142272,negative,0.3882412314414978,negative
77,77,77,yup for so many frontline healthcare workers the pandemic is groundhog day right in the trenches posttraumatic stress disorder ptsd is a serious disorder that may occur in people who have experienced or witnessed traumatic events such as this avoidable disaster,awruddiman,2021-10-03,01:49:16,negative,0.8824713826179504,negative,0.9399652481079102,sadness,0.9908520579338074,negative,0.8715119361877441,negative,0.4945259094238281,negative
78,78,78,there is so much truth in this article it hurts the lost girls chaotic and curious women with adhd all have missed red flags that haunt us,DrMCGregoire,2021-10-07,05:43:23,negative,0.9322391152381896,neutral,0.4965543150901794,sadness,0.9861985445022584,negative,0.8810529112815857,negative,0.45835503935813904,negative
79,79,79,struggling with anxiety as we return to a more normal way of life here are some coping mechanisms that can help,DoctorsOfBC,2021-10-07,19:00:16,neutral,0.9113404154777528,positive,0.5442655682563782,joy,0.590765655040741,positive,0.9817505478858948,positive,0.3852161169052124,positive
80,80,80,finding antidotes to burnout through contradictory truths via,JDRichardsonMD,2021-10-07,19:51:07,neutral,0.7571547031402588,neutral,0.791193425655365,anger,0.9580785632133484,positive,0.8432356715202332,negative,0.39483222365379333,neutral
81,81,81,opportunities to address hesitancy occur with every interaction every vaccine we help get into an arm is a success story for that persons health and others around them we can all be ambassadors,DrNGrewal,2021-10-08,00:57:54,positive,0.7528226375579834,positive,0.7768136858940125,joy,0.9983744621276855,positive,0.9968681931495668,positive,0.4027180075645447,positive
82,82,82,addressing burnout in hcws and improving systemlevel issues that cause it will need to be a priority,PEAKMD,2021-10-08,16:32:08,negative,0.6403319239616394,neutral,0.6714180111885071,joy,0.914572298526764,positive,0.9924640655517578,negative,0.44859665632247925,negative
83,83,83,sadly i have had more leadership opportunities external to medicine due to and within medicine i will continue to advocate for positive change in medicine and in society,KimKellyMD,2021-10-08,16:48:12,neutral,0.6805289387702942,positive,0.7772563695907593,joy,0.9933653473854064,positive,0.9861397743225098,positive,0.5464564561843872,positive
84,84,84,the ucp was struggling with fundraising in the first quarter of amp i have little doubt the stampede was seen as a critical event to boost ucp supportthe outrageous display of selfishness amp powerhunger that resulted in so many lives lost amp harmed will be remembered,doreen_rabi,2021-10-09,01:37:36,negative,0.964249849319458,negative,0.8217741250991821,anger,0.9856019616127014,negative,0.9598768949508668,negative,0.44797828793525696,negative
85,85,85,was actually weaponized by public health officials to justify dangerous amp rushed reopenings people that had reasonable fears about these policies were gaslit told that their anxiety was a barrier to normal life ,doreen_rabi,2021-10-10,18:15:25,negative,0.9440305233001708,negative,0.8764402866363525,anger,0.9355235695838928,negative,0.9991806149482728,negative,0.36101940274238586,negative
86,86,86,so sorry for your loss robin of your friend and part of your health care team a beautiful tribute to him,clairehsnyman,2021-10-11,14:35:41,positive,0.9652197360992432,positive,0.553138792514801,joy,0.9584046006202698,positive,0.9900391697883606,positive,0.404710054397583,positive
87,87,87,we can be both reassured that covid is not the main cause of pediatric deaths and also want our children to reduce their chances of dying of covidseatbelts and pool fences were radical ideas at one time,BirthControlDoc,2021-10-11,18:58:00,neutral,0.7372081279754639,neutral,0.5192670226097107,joy,0.7338016033172607,positive,0.995325803756714,negative,0.4029315412044525,neutral
88,88,88,this yeah but is atrociously amp painfully  this was a child that was loved amp lost and was put at risk by their governmentthat is what needed to be said,doreen_rabi,2021-10-12,22:09:21,negative,0.9073144793510436,negative,0.9454217553138732,love,0.8700433969497681,negative,0.9988659620285034,negative,0.4094153344631195,negative
89,89,89,reading the ckpg and pg citizen comments made me really sad amd angry,kselandMD,2021-10-15,16:41:35,negative,0.9799994230270386,negative,0.965690851211548,anger,0.9980598092079164,negative,0.9950793981552124,negative,0.4857208728790283,negative
90,90,90,brilliant thread from the practical and wise  she clearly lays out the reasons to get vaccinated and there are many more than just avoiding death from covid thanks kate for your clarity,snewbery1,2021-10-18,15:04:53,positive,0.9050379991531372,positive,0.839728832244873,joy,0.9973354935646056,positive,0.9993021488189696,positive,0.3632909655570984,positive
91,91,91,i am so deeply sorry for your loss,doreen_rabi,2021-10-18,15:42:22,negative,0.7735634446144104,negative,0.8120555877685547,sadness,0.9978412389755248,negative,0.6702353954315186,negative,0.4838982820510864,negative
92,92,92,sometimes we as humans do things to protect fellow humans novak it would be political suicide for an aussie politician to allow unvaxxed entertainers into the country after their population had gone through lockdown after lockdown enjoy the jab or january off,DocMcConks,2021-10-18,21:23:14,negative,0.5904240012168884,negative,0.6821680665016174,anger,0.9865727424621582,negative,0.9963986873626708,negative,0.3656216263771057,negative
