,TWEET,USERNAME,DATE,TIME,MANUAL,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score
11,the standard reply form insurers is that first and last patient should be treated the same way but as you clearly examplify  were not robots our care for people naturally fluctuates and susceptible to human emotionsstressors  cant be sorry for being human ,DocMaximum,2020-01-11,14:49:36,1,neutral,0.827375412,neutral,0.605481267,sadness,0.992566705,negative,0.916258216,negative,0.373272955
12,you have a voice weigh in who should get a medically assisted death canadians get weeks to weigh in on new limits,PackerTamar,2020-01-13,14:57:31,0,neutral,0.87728548,neutral,0.696163893,joy,0.982935131,positive,0.950649798,negative,0.369151086
13,we all share the anguish of our fellow canadians over the tragic loss of life last week in iran and its impact on our community in solidarity with our colleagues at mcmaster university we invite everyone in our hospitals to observe a moment of silence today at pm,HamHealthSci,2020-01-15,14:58:06,0,negative,0.624574602,neutral,0.625760913,sadness,0.993749619,positive,0.993707359,negative,0.388513982
14,we experienced facilitywide water loss due to an issue with the main water valve the issue is resolved and water service will return to all areas of the site over the next few hours patient care continues to be provided at the site and the emergency department remains open,mch_childrens,2020-01-16,3:56:26,0,negative,0.790868878,neutral,0.68759197,joy,0.832176149,positive,0.969279706,negative,0.390711695
15,needs to be a core rotation for all health care professionals also leap should be a requirement for clinical practice just like acls improving the quality of life amp death should be valued as much as prolonging life,AmitAryaMD,2020-01-16,22:15:08,1,neutral,0.850501955,neutral,0.582523942,joy,0.997205436,positive,0.949589252,negative,0.349865556
16,youre not old yet sadikahim old,drzieglergyn,2020-01-19,15:29:33,0,neutral,0.930581033,neutral,0.71974206,sadness,0.477392197,negative,0.999586999,neutral,0.43578887
17,you cant be sad when you are holding a cupcake great to see these words of wisdom and others by youth and for youth in the inpatient and outpatient mental health unit  important for every day but good to highlight on ,BrucePSquires,2020-01-20,13:44:17,0,positive,0.968196809,positive,0.918767452,joy,0.977943182,positive,0.998498917,positive,0.445454746
18,when we see jill there is always laughter and lightness that has been part of the healing process after her hand was amputated jill struggled to come to terms with the loss now she has a different perspective on her healthcare journey,HamHealthSci,2020-01-22,1:00:02,0,neutral,0.804265499,positive,0.631523609,sadness,0.955940485,positive,0.998573899,positive,0.377582878
19, when i see someone at with an ng tube forced through their nose down the back of their throat amp into their stomach all to treat presumed starvation when in fact it ends up worsening distress amp doesnt help at all to provide comfort or prolong life,AmitAryaMD,2020-01-22,20:11:37,1,negative,0.956135273,negative,0.946686804,fear,0.915777028,negative,0.999369681,negative,0.428539217
20,a new outlining quality care for anxiety disorders is now available its accompanied bya guide for patients and recommendations for system adoption,OntarioHealthOH,2020-01-24,19:30:09,0,neutral,0.894670129,neutral,0.718310237,joy,0.986411035,positive,0.889452875,positive,0.405311167
21,amp just like that my anxiety vanishedthanks for the reminder,DrNadiaChaudhri,2020-01-24,20:56:58,0,negative,0.900107622,positive,0.768857002,sadness,0.94689554,positive,0.972542286,positive,0.364697486
22,new outlining quality care for anxiety disorders including obsessivecompulsive disorder or  are now available,OntarioHealthOH,2020-01-24,22:00:21,0,neutral,0.929848909,neutral,0.703752518,fear,0.967651784,positive,0.997550905,negative,0.387988806
23,a new outlining care for anxiety disorders is now available,OntarioHealthOH,2020-01-27,21:20:06,0,neutral,0.948819935,neutral,0.762454033,joy,0.603197694,positive,0.936805844,positive,0.347158551
24,what we want to do is make the experience easier by helping them get through a stressful situation like parking their car in a strange new place,HamHealthSci,2020-01-27,21:23:01,0,positive,0.563623786,positive,0.711129904,fear,0.987355769,positive,0.999493241,negative,0.371493071
25,new outlining care for anxiety disorders and obsessivecompulsive disorder or  are now available theyre accompanied by guides for patients and recommendations for system adoption,OntarioHealthOH,2020-01-28,21:15:18,0,neutral,0.968386471,neutral,0.8337515,fear,0.553709745,positive,0.957510412,negative,0.354308099
26, in   of longstay home care clients with caregivers have caregivers who experience distress anger or depression in relation to their caregiving role learn more bellletstalk,OntarioHealthOH,2020-01-29,15:00:24,1,neutral,0.761185229,negative,0.649617374,sadness,0.537779033,negative,0.949722707,negative,0.562784135
27,health system pressures affect providers too in a survey  of doctors in ontario reported that their job was extremely or very stressful explore the data,OntarioHealthOH,2020-01-29,17:00:45,1,negative,0.815771222,negative,0.780255258,sadness,0.96957916,negative,0.921161115,negative,0.514923751
28,death dying and loss,AmitAryaMD,2020-01-30,13:05:27,0,negative,0.976225615,negative,0.812901258,sadness,0.962468982,negative,0.999981642,negative,0.59454602
29,new guides can help you get ready for conversations with health care providers if you or a loved one haveanxiety disorders or an obsessivecompulsive disorder or  ,OntarioHealthOH,2020-01-30,14:36:30,1,neutral,0.932073474,neutral,0.597700715,fear,0.882698238,positive,0.932611167,neutral,0.347184896
30,our new patient conversations guide for anxiety disorders and ocdsuggest things to discusswith health care providers like getting help or a diagnosis treatment options followup care planning for the future ,OntarioHealthOH,2020-01-30,14:37:06,0,neutral,0.948394895,neutral,0.819643199,joy,0.685947061,positive,0.979989111,neutral,0.349945039
31,one in three people has an anxiety disorder including phobias social anxiety panic disorder and agoraphobia our new addresses what quality care looks like,OntarioHealthOH,2020-01-30,20:00:58,1,negative,0.773277462,negative,0.835429132,sadness,0.41755268,positive,0.923814595,negative,0.395919025
32, is helping msh address the unique obstacles that women in our increasingly diverse community face through the womens wellness clinic services at the clinic include group therapy sessions mindfulnessbased stress reduction and art therapy,OakValleyHealth,2020-01-30,23:00:42,0,positive,0.538094342,positive,0.671182632,joy,0.99558419,positive,0.995146334,positive,0.424125552
33,here in canada death is also inevitable the rate is as high as  and yet we are world leaders in acute care death race income amp illness type determines how well you die few medical learners receive training ,AmitAryaMD,2020-01-31,15:46:03,1,negative,0.957716584,negative,0.708458006,joy,0.729945481,negative,0.517583787,negative,0.414346248
34,indeed it is critical to provide the necessary psychological safety to promote amp optimize learning by enhancing dignity selfworth amp personal confidence lets pay more attention to addressing issues in to reduce burnout,DocSandyB,2020-02-01,13:15:35,0,positive,0.524690032,positive,0.581118703,joy,0.996009231,positive,0.934389114,positive,0.363781303
35,a new study led by the aims to determine how to best prevent and treat frailty in older adults in partnership with the  the study is recruiting adults aged years or older who feel they have lost energy or strength,HamHealthSci,2020-02-03,13:17:00,0,neutral,0.711242676,neutral,0.807236433,sadness,0.99849689,negative,0.90873313,negative,0.416365504
36,do you know what questions to ask your care team if you or a loved one have an anxiety disorder a is now available and its accompanied by a patient guide that addresses just that,OntarioHealthOH,2020-02-03,21:00:35,0,neutral,0.947143257,neutral,0.783331037,love,0.969331563,positive,0.967158675,positive,0.363190025
37,a new study led by the aims to determine how to best prevent and treat frailty in older adults in partnership with the  the study is recruiting adults aged years or older who feel they have lost energy or strength,HamHealthSci,2020-02-04,14:17:00,0,neutral,0.711242676,neutral,0.807236433,sadness,0.99849689,negative,0.90873313,negative,0.416365504
38,oh no ken i am so incredibly saddened to hear this terrible news our hearts go out to the entire milne family,BrucePSquires,2020-02-04,23:35:29,0,negative,0.882718503,negative,0.922477305,sadness,0.998857617,negative,0.850563765,negative,0.505909085
39,so sorry you lost your brother ken,postgradw,2020-02-05,13:08:31,0,negative,0.925092638,negative,0.747512639,sadness,0.998390913,positive,0.985691845,negative,0.545039356
40,check out our new guide for people who have anxiety disorders it was designed in partnership with patients and is meant to help you play an active role in getting the best possible care,OntarioHealthOH,2020-02-05,20:00:37,0,positive,0.762971282,positive,0.620096028,joy,0.995166421,positive,0.991826653,positive,0.382922769
41,dr jerome edelstein explains how to determine your ideal weight for a and how to calculate your  he also explains how it applies to massive weight loss patients,JeromeEdelstein,2020-02-06,18:01:46,0,neutral,0.953881025,neutral,0.78426218,joy,0.995263338,positive,0.998099983,negative,0.401459306
42,a new outlining quality care for anxiety disorders is now available,OntarioHealthOH,2020-02-06,19:00:47,0,neutral,0.871323347,neutral,0.670411289,joy,0.975216985,positive,0.97788471,positive,0.391709805
43,new a conversation guide with suggestions on what to discuss with your health care providers to help you receive highquality care for an anxiety disorder download it then work with your care team to discuss your options,OntarioHealthOH,2020-02-06,22:00:33,0,neutral,0.736061096,neutral,0.793617189,joy,0.39575997,positive,0.901248634,positive,0.391679853
44,anxiety disorders are characterized by excessivepersistent feelings of worry or fear and have a substantial effect on those with a disorder and their families a new outlining what quality care looks like is now available,OntarioHealthOH,2020-02-07,18:00:37,0,negative,0.775698662,negative,0.746599078,fear,0.680677712,positive,0.815363944,negative,0.411953568
45,as a family member or friend of someone with an anxiety disorder youre an important part of the care team too our new guide includes questions you can also ask health care providers,OntarioHealthOH,2020-02-07,20:00:37,0,positive,0.73590374,positive,0.550500214,joy,0.990439177,positive,0.994716346,positive,0.363707602
46,im so sorry for your loss as well terry thank you for sharing and your support,BrucePSquires,2020-02-07,23:03:41,0,neutral,0.620126963,neutral,0.441859066,joy,0.567910433,positive,0.733802319,positive,0.393664569
47,dear don thank you for your kind words and for sharing your experience i am very sorry for your loss  there is nothing more challenging than the loss of a child,BrucePSquires,2020-02-08,0:04:20,0,neutral,0.453537703,neutral,0.396944672,joy,0.72250104,negative,0.524102747,negative,0.496631682
48,im so sorry to hear of your loss genevieve thank you for your kind words and for reaching out,BrucePSquires,2020-02-08,0:38:27,0,neutral,0.506769657,positive,0.723948538,love,0.890201211,positive,0.954440176,negative,0.37026152
49,dear tamie it is so kind of you to reach out i know you have experienced much loss of your own and my heart continues to go out to you best wishes always,BrucePSquires,2020-02-08,0:57:48,0,positive,0.577014208,positive,0.761279762,sadness,0.947619021,positive,0.993317604,positive,0.415078551
50,after losing her young son to cancer a mother wrote a childrens book for families to talk about death via  we are so blessed to be able to include my love will follow you there on our new comfort carts,BrucePSquires,2020-02-10,17:57:09,0,positive,0.771834731,positive,0.918453813,love,0.723664284,positive,0.992671132,positive,0.36046955
51,an indepth article on the impact of climate depression and eco anxiety in youth,LauraLaChanceMD,2020-02-11,14:10:28,0,neutral,0.665343761,neutral,0.503460884,fear,0.541738451,negative,0.852643609,negative,0.641120255
52,challenges at work school or home can spark fear and worry usually this anxiety goes away once a situation passes and things are resolved ,OntarioHealthOH,2020-02-11,15:33:28,0,negative,0.873773217,neutral,0.565264642,joy,0.995873868,positive,0.952501595,negative,0.586224258
53,when anxiety symptoms dont go away on their own or get in the way of your everyday activities this could be a sign of an anxiety disorder ,OntarioHealthOH,2020-02-11,15:33:42,0,negative,0.970572412,negative,0.860975742,fear,0.985909939,negative,0.997987509,negative,0.451793194
54,this guide is based on our outlining care for anxiety disorders learn about the quality standard here ,OntarioHealthOH,2020-02-11,15:34:41,0,neutral,0.904130697,neutral,0.845696926,joy,0.979596257,positive,0.719816804,positive,0.385545671
55,we are all grieving at after hearing of this unimaginable loss as indicated below please do consider supporting the family via their page in memory of kiera kagan link is in the thread below,AmitAryaMD,2020-02-12,20:03:38,0,negative,0.58598274,neutral,0.642851114,love,0.907886326,negative,0.946642816,positive,0.382979244
56,a quality care for anxiety disorders is now available its accompanied bya guide for patients and recommendations for system adoption,OntarioHealthOH,2020-02-13,14:00:55,0,neutral,0.947408438,neutral,0.647017717,joy,0.993027389,positive,0.925320923,positive,0.418752402
57,i think wed find that the rate of depression is actually much higher for men,catriona_hippma,2020-02-13,14:22:23,0,negative,0.723237753,neutral,0.53475982,sadness,0.930319607,negative,0.905200899,negative,0.501389205
58,in reality we would be ending their lives because of loneliness poverty and all sorts of other life suffering read the press release at  amp endorse the recommendations,Psych_MD,2020-02-13,16:16:42,0,negative,0.973735094,negative,0.823264062,sadness,0.98767823,negative,0.506360829,negative,0.391504258
59,adherence to inhalers is a problem and we are trying to avoid saba use as a mono agent bo increased risks of severe exacerbs or even death the challenge here is price the only budesonideformoterol combo approved for use as a reliever in canada symbicort is expensive,postgradw,2020-02-16,18:49:14,0,negative,0.87195462,negative,0.715800762,sadness,0.41076389,negative,0.996961296,negative,0.361138523
60,pregnancy changes the body in many different ways altering appearance in a manner that many women find undesirable drastic hormonal changes and the physical stress of carrying a baby lead to fat redistribution,JeromeEdelstein,2020-02-18,20:38:14,0,negative,0.881200075,negative,0.709622622,anger,0.80257374,negative,0.612003624,negative,0.424546808
61,very important research from a few years ago for many pts when we provide aggressive care at eol do we realize that we might not be prolonging life but rather a state worse than death,AmitAryaMD,2020-02-19,20:36:58,0,neutral,0.632323742,neutral,0.478113145,anger,0.994482517,negative,0.998033226,negative,0.390177935
62,great read on how misconceptions about resilience can lead to more burnout and loss in productivity lots of parallels in healthcare,masood_sameer,2020-02-20,4:40:05,1,negative,0.797609329,positive,0.441759914,joy,0.938280642,positive,0.964345813,negative,0.460593283
63, did you know that country of birth significantly affects quality of death in canada those born in south asia have double the chance of dying in the icu when compared to those born in canada,AmitAryaMD,2020-02-20,13:03:28,0,negative,0.851865649,negative,0.772686601,sadness,0.943743467,negative,0.998855829,negative,0.37182194
64, we need to measure quality of eol and via race amp mandate antiracism training for all hcps its time to change the system amp fulfill the basic human right to palliative care amp and an equitable death,AmitAryaMD,2020-02-20,13:03:31,0,neutral,0.858864725,neutral,0.682872474,joy,0.993649662,positive,0.952399075,negative,0.360843778
65,aging gravity and excessive forehead muscle activity causes drooping of the eyebrows and deep forehead wrinkles this creates a heaviness around the upper eyelids that often makes a person look constantly sad angry or tired,JeromeEdelstein,2020-02-20,14:22:05,0,negative,0.965549946,negative,0.879397213,sadness,0.993712366,negative,0.999881387,negative,0.406760752
66,study almost  of young moms have more than one issue including depression a range of anxiety disorders and hyperactivity,mch_childrens,2020-02-21,14:00:55,0,negative,0.91985929,negative,0.749260664,fear,0.743121862,negative,0.893495739,negative,0.543873668
67,if were not suffering from posttraumatic stress disorder were suffering from pretraumatic stress disorder laura van dernoot lipsky  i think you would love her talking about compassion fatigue,catriona_hippma,2020-02-21,17:21:37,1,neutral,0.603155673,positive,0.567296803,sadness,0.957900643,positive,0.910094917,negative,0.408534497
68,qualitative study of psychoeducational needs for postpartum depression,catriona_hippma,2020-02-21,19:14:09,0,neutral,0.937276602,neutral,0.676449358,fear,0.37587896,positive,0.995546937,negative,0.481782913
69,a new outlining quality care for anxiety disorders is now available,OntarioHealthOH,2020-02-21,20:00:57,0,neutral,0.871323347,neutral,0.670411289,joy,0.975216985,positive,0.97788471,positive,0.391709805
70,postpartum depression on pinterest lots of selfdisclosure and analysis showed  reporting negative experiences of care or absence of care anna kunkle highlights this potential source for research on social media and ppd,catriona_hippma,2020-02-21,20:19:59,0,negative,0.677808106,neutral,0.734595835,sadness,0.912098944,negative,0.881510019,negative,0.388112426
71,perinatal anxiety disorders are significantly more common than perinatal depression yet it receives vastly less attention  nichole fairbrother highlights the importance of screening for perinatal anxiety,catriona_hippma,2020-02-21,21:04:36,0,negative,0.864514053,negative,0.679006934,joy,0.341533661,positive,0.818011582,negative,0.450114697
72,options for screening for perinatal anxiety,catriona_hippma,2020-02-21,21:05:52,0,neutral,0.952544749,neutral,0.717232943,fear,0.934562445,positive,0.55127579,negative,0.400705844
73,how do you tell if a screening tool is good enough conclusion we dont yet have a really good tool to screen for perinatal anxiety the epdsa is probably the best we have right now,catriona_hippma,2020-02-21,21:09:11,0,neutral,0.784139395,neutral,0.514766991,joy,0.994352102,positive,0.820379794,negative,0.362362385
74,dr fairbrother and her team have been working on a screening tool for anxiety and it looks promising,catriona_hippma,2020-02-21,21:12:22,0,positive,0.982206941,positive,0.970930994,joy,0.997226179,positive,0.996573329,positive,0.537975788
75,for the past years in bc the focus in perinatal public health has been on perinatal depression public health nurses raised the concern that anxiety was being neglected in the perinatal health system,catriona_hippma,2020-02-21,21:18:01,1,negative,0.872639656,negative,0.508817732,sadness,0.998474658,positive,0.897653699,negative,0.402641833
76,please share important notices from opening remarks here for those of us wholl be coming later today sadly our house had another wakeful night so sad to hear my little baby cough,catriona_hippma,2020-02-22,16:20:41,0,negative,0.844363034,negative,0.804498494,sadness,0.998383164,negative,0.913904488,negative,0.348560303
77,sad to miss dr michael kleins plenary guess ill just have to read his book,catriona_hippma,2020-02-22,16:24:37,0,negative,0.786383986,negative,0.551206529,sadness,0.462099254,positive,0.738896549,negative,0.449680537
78,saddened by the passing of david taylor a true legend grateful to have learned from him,drsabede,2020-02-23,4:49:35,0,positive,0.97035712,positive,0.525835216,joy,0.477183223,positive,0.84845221,negative,0.424017668
79,thank you colleen its not really surprising given that im a bit sleep deprived and stressed but still unfortunate it helps to feel supported,catriona_hippma,2020-02-23,8:32:55,1,neutral,0.722192347,positive,0.715390325,joy,0.650650322,positive,0.896220744,positive,0.366557717
80,very sad to hear sincere condolences for your loss,AmitAryaMD,2020-02-24,3:12:13,0,negative,0.721975446,negative,0.534995437,joy,0.994595945,negative,0.994784892,negative,0.478739768
81,a conversation guide with suggestions on what to discuss with your health care providers to help you receive highquality care for an anxiety disorder download it then work with your care team to discuss your options,OntarioHealthOH,2020-02-24,18:00:38,0,neutral,0.7115978,neutral,0.823372483,fear,0.373105407,positive,0.599485636,positive,0.394199431
82,a procedure is frequently requested following childbirth as part of a mommy makeover or after significant weight loss which can leave people with sagging excess skin,JeromeEdelstein,2020-02-25,15:40:11,0,neutral,0.611296177,neutral,0.64956677,fear,0.853540421,positive,0.981740832,negative,0.42197594
83,yo male looks like dlphad lightheadedness in the gym after workout no breakfast that morning never had cp or something similarstress test min said he could go longer mets bpm mm st depression no symptomscath belowlad ffr after nitrowhat to do,YbarraLuiz,2020-02-25,18:19:23,0,negative,0.842526317,neutral,0.620366871,anger,0.608458281,negative,0.999949217,negative,0.421118915
84,please avoid the discussion about the indication of both stress test and coronary angiogram thats what i have now and it would be great to have your opinion on what to doposted with the patients permission,YbarraLuiz,2020-02-25,18:19:25,0,neutral,0.890803576,neutral,0.619647384,joy,0.994683206,negative,0.999782145,negative,0.393659949
85, new research shows that timing of discussions matters early dnr in the icu associated with fewer nonbeneficial procedures less perceived loss of dignity amp lower chance of having the worst possible death,AmitAryaMD,2020-02-26,13:08:07,0,negative,0.760075748,negative,0.660714865,anger,0.536577702,negative,0.551402807,negative,0.392972201
86, alarmingly nonwhite pts were more likely to have a late dnr associated with more nonbeneficial procedures as well as a less peaceful amp dignified death this is consistent with many other studies that document a racial gap in eol care,AmitAryaMD,2020-02-26,13:08:08,0,negative,0.782225788,negative,0.795913041,joy,0.996920943,negative,0.999561012,negative,0.409827769
87,in this case the patient was and still is asymptomatic before omt which was initiatedwould you revascularize this asymptomatic up to mets patient with functionally stress test and ffr severe ostialproximal lad lesion if so pci or cabg,YbarraLuiz,2020-02-27,0:38:05,0,neutral,0.976599038,neutral,0.748586893,fear,0.967668951,negative,0.917750716,negative,0.353689462
88,fabulous evidence based information in this podcast the vulva diaries by my wonderful colleague dr leslie sadownik,DrLoriBrotto,2020-02-29,0:18:26,0,positive,0.975086093,positive,0.935550392,joy,0.997435033,positive,0.998966932,positive,0.529832602
89,never compare a multiplicative systemic and fattailed risk to a nonmultiplicative idiosyncratic and thintailed onethe sad reality is in academia we do this much of the time we need to consider looking at things differently,wlharper1,2020-03-01,22:15:48,0,negative,0.883947492,negative,0.659040153,sadness,0.8497563,negative,0.9846735,negative,0.36899811
90,we shouldnt awaken hospital pts for routine visits unless absolutely required harms of sleep reduction include cognitive impairment amp delerium risk lung fxn immune fxn anxiety amp pain,AmitAryaMD,2020-03-02,19:47:59,0,negative,0.873602748,negative,0.735462546,fear,0.581327677,negative,0.999924183,negative,0.419848084
91,colorectal cancer also known as colon cancer or bowel cancer is the second most commonly diagnosed cancer in ontario and the second most common cause of cancer deaths says dr simon yang msh surgeon read more,OakValleyHealth,2020-03-02,21:38:37,0,negative,0.890392184,negative,0.740856826,fear,0.525234878,negative,0.991322279,neutral,0.538299263
92,it is for the best and sadly it is most likely just the beginning of what we need to do to stopdampen the spread,durocher1,2020-03-03,17:58:51,0,neutral,0.648743451,positive,0.43938306,sadness,0.950744629,negative,0.735035837,negative,0.435121536
93,as social workers for the stollery family centre for childbirth amp children wajeda shaikh and joey crump provide emotional support counselling and cognitive behavioural therapy groups for pregnant and postpartum women,OakValleyHealth,2020-03-06,15:14:24,0,neutral,0.970875621,neutral,0.928431094,fear,0.621077597,positive,0.991894782,positive,0.344024658
94,is dard ki duniya say guzar kyun nhe jatay ye log bhe kya log hai mar kyun nhe jatayremembering the revolutionary poet habib jalib on his th death anniversary,zikrejaana,2020-03-12,15:22:41,0,neutral,0.912402928,neutral,0.835925281,anger,0.886223435,positive,0.943475842,negative,0.427023202
95,the cma is taking measures to respond to  but we will all need to work together to reduce stress on the system and ensure that mds are able to focus on care,DocSandyB,2020-03-12,21:06:54,1,neutral,0.93363899,neutral,0.612427592,joy,0.990057409,positive,0.973639727,neutral,0.385281831
96,sorry for your loss peter trying times indeed it is a rather small inconvenience in our case but we were so looking forward to it,durocher1,2020-03-13,18:17:33,0,negative,0.735561609,neutral,0.430749118,joy,0.996053457,positive,0.981932461,negative,0.440879822
97,  they asked do you love her to deathi said  speak of her over my grave and watch how she brings me back to lifedarwish,zikrejaana,2020-03-15,15:17:13,0,neutral,0.876960874,neutral,0.638863921,joy,0.498279005,positive,0.514244139,positive,0.369744122
98, at their peak they were seeing  ptsday with pna characteristics of pna with covid also unique  extremely hypoxic wo dyspnearesp distress also the natural hx of their pna was typically very long usually staying d in hospital,postgradw,2020-03-15,16:06:07,0,neutral,0.698639214,negative,0.507579803,joy,0.980626225,negative,0.872193038,negative,0.411011815
99,maybe physical distancing would be a better phrase than social distancing because the goal is to separate physically not emotionally,postgradw,2020-03-16,15:29:15,0,neutral,0.959053159,neutral,0.652278602,joy,0.578343749,negative,0.992002726,neutral,0.348379314
100,its so sad as these elders are often in their final monthsyears of life and socially isolated at baseline have often seen pts with advanced dementia who rely on their family members to bring in culturespecific food or who will only eat well if their family feeds them,AmitAryaMD,2020-03-16,17:53:37,0,negative,0.921512663,negative,0.934616148,sadness,0.998831809,negative,0.979321659,negative,0.419945687
101,thanks to the for this please rt amp share with colleagues its important to find strategies to reduce stress during these challenging times,allan_k_grillMD,2020-03-17,15:22:00,0,positive,0.941188097,positive,0.847434878,joy,0.847082138,positive,0.932806671,positive,0.418669134
102, we need to leverage virtual care to provide counselling for clinicians that will suffer moral distresswould like to ask some others for their thoughts ,AmitAryaMD,2020-03-19,13:11:38,0,neutral,0.90753299,neutral,0.703118026,sadness,0.981876731,negative,0.863535345,positive,0.361647129
103,we know that being apart during these times adds stress to patients and their loved ones to help families stay connected were introducing free wifi access across all our sitesyou can connect to the new network by selecting hhs free wifi in your devices network settings,HamHealthSci,2020-03-21,0:02:02,0,neutral,0.774160206,neutral,0.550435245,joy,0.995133221,positive,0.971823096,positive,0.384747416
104,we know that being apart during these times adds stress to patients and their loved ones to help families stay connected were introducing free wifi access across all our sitesyou can connect to the new network by selecting hhs free wifi in your devices network settings,mch_childrens,2020-03-21,0:31:02,0,neutral,0.774160206,neutral,0.550435245,joy,0.995133221,positive,0.971823096,positive,0.384747416
105,week grateful for  extra time with my yr old even though his fave words are poopfartanus my husband a  partner with emerging dishwasherloading skills  my lab members for being honest about the stress amp for changing their slack photos to baby pics,DrNadiaChaudhri,2020-03-21,0:37:22,0,positive,0.979127109,positive,0.884651124,joy,0.798140645,positive,0.995818794,negative,0.409249276
106,we know that being apart during these times adds stress to patients and their loved ones to help families stay connected were introducing free wifi access across all our sitesyou can connect to the new network by selecting hhs free wifi in your devices network settings,mch_childrens,2020-03-21,12:31:02,0,neutral,0.774160206,neutral,0.550435245,joy,0.995133221,positive,0.971823096,positive,0.384747416
107,so sad we also had this problem unbelievable,AnaLohmann2,2020-03-21,13:26:37,0,negative,0.979439318,negative,0.928771317,sadness,0.992295146,negative,0.997636318,negative,0.455120444
108,we know that being apart during these times adds stress to patients and their loved ones to help families stay connected were introducing free wifi access across all our sitesyou can connect to the new network by selecting hhs free wifi in your devices network settings,HamHealthSci,2020-03-21,14:02:02,0,neutral,0.774160206,neutral,0.550435245,joy,0.995133221,positive,0.971823096,positive,0.384747416
109,we know that being apart during these times adds stress to patients and their loved ones to help families stay connected were introducing free wifi access across all our sitesyou can connect to the new network by selecting hhs free wifi in your devices network settings,HamHealthSci,2020-03-22,15:00:18,0,neutral,0.774160206,neutral,0.550435245,joy,0.995133221,positive,0.971823096,positive,0.384747416
110,dare to lead could not have arrived at a better time as we are navigating the emotional stresses on our teams at this time we must acknowledge vulnerability of them and of us and not be afraid to rumble with it,DrLoriBrotto,2020-03-22,16:35:27,1,neutral,0.558442235,positive,0.495531797,fear,0.718978941,positive,0.999523878,positive,0.353221089
111,we know that being apart during these times adds stress to patients and their loved ones to help families stay connected were introducing free wifi access across all our sitesyou can connect to the new network by selecting hhs free wifi in your devices network settings,HamHealthSci,2020-03-23,12:37:02,0,neutral,0.774160206,neutral,0.550435245,joy,0.995133221,positive,0.971823096,positive,0.384747416
112,we know that being apart during these times adds stress to patients and their loved ones to help families stay connected were introducing free wifi access across all our sitesyou can connect to the new network by selecting hhs free wifi in your devices network settings,mch_childrens,2020-03-23,13:31:02,0,neutral,0.774160206,neutral,0.550435245,joy,0.995133221,positive,0.971823096,positive,0.384747416
113,me too i know exactly what you mean stay safe sadikah,drzieglergyn,2020-03-24,0:21:41,0,positive,0.700147152,neutral,0.686937273,joy,0.997186363,positive,0.994584382,positive,0.377154678
