,Unnamed: 0,TWEET,USERNAME,DATE,TIME,MANUAL,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score,Final_label
44,44, triadic communication in healthcare visit comes up for logistical reasons help getting to appts for emotional support as surrogate decision maker i ask my husband to attend some appts with me for help advocating for me and remembering what the doctor said,catriona_hippma,2018-10-15,19:58:51,0.0,neutral,0.54331857,neutral,0.822359562,anger,0.855728388,positive,0.854844868,neutral,0.464468896,neutral
45,45,today is pregnancy amp infant loss awareness day at msh we hold a little lamb ceremony to support families coping with a miscarriage or the loss of an infant from  pm tonight light a candle to show support amp create a chain of light spanning the globe for hrs,OakValleyHealth,2018-10-15,20:30:04,0.0,neutral,0.751632094,neutral,0.499553472,sadness,0.981409073,positive,0.997873068,positive,0.374593139,neutral
46,46,burnout only happening because of starvation for human contact,OntarioHealthOH,2018-10-16,13:46:30,1.0,negative,0.95601213,negative,0.910537779,fear,0.346547872,negative,0.999988794,negative,0.559594691,negative
47,47,we have lost a lot of clinicians to the quality care and patient safety movement because they have been blamed so much,OntarioHealthOH,2018-10-16,19:55:18,1.0,negative,0.980180681,negative,0.912193477,sadness,0.998116374,negative,0.995031118,negative,0.464119434,negative
48,48,today this is a sad day for me as this will be my last after years noting he will be taking on role as ceo at,OntarioHealthOH,2018-10-17,13:00:51,0.0,negative,0.965697527,negative,0.814487994,sadness,0.529612839,negative,0.751578808,negative,0.461659014,negative
49,49,i had treated the broken wrist i had not asked why she had punched the wall discussing experiences in red lake and dealing with attempted suicide of young patient,OntarioHealthOH,2018-10-17,13:10:08,0.0,neutral,0.507952392,negative,0.613983572,anger,0.861275733,positive,0.807515919,negative,0.444184721,negative
50,50,inquest into the death of chanie wenjack in the s asked why the residential school system still existed,OntarioHealthOH,2018-10-17,19:11:45,0.0,neutral,0.827405691,neutral,0.655489862,anger,0.676120698,negative,0.798010945,negative,0.405069232,negative
51,51,thanks for sharingall too often we assume in that a home death is the ideal when it is not always the case i would be interested in learning more about how age diagnosis and ethnicity influence this decision,AmitAryaMD,2018-10-20,0:52:00,0.0,neutral,0.825974524,neutral,0.611546934,joy,0.997986794,negative,0.970315814,negative,0.39566645,negative
52,52,i do also wonder how much lack of acceptance of the disease trajectory leads to death in hospital there is sometimes a misunderstanding that the hospital can do more or even that can only be provided in hospital when this is not always true,AmitAryaMD,2018-10-21,9:37:58,0.0,negative,0.931626201,negative,0.783052206,anger,0.855339229,negative,0.999716938,negative,0.48445648,negative
53,53,yout khoon ragan manz tame zyade sadkan peth,zikrejaana,2018-10-21,14:23:10,0.0,neutral,0.965073526,neutral,0.707091987,joy,0.604658067,positive,0.954372704,neutral,0.353885919,neutral
54,54,absolutely i agree social isolation is one of the biggest risk factors for poor health and this may be most profound when a patient is approaching end of life thus death at home may not be possible nor safe,AmitAryaMD,2018-10-21,22:39:07,0.0,negative,0.928377032,negative,0.936085463,joy,0.576043665,negative,0.974664152,negative,0.475769639,negative
55,55,q what should be done to ensure the physical and emotional wellbeing of physicians nurses and other health care professionals,OntarioHealthOH,2018-10-24,0:32:56,1.0,neutral,0.96309495,neutral,0.883561671,joy,0.995765567,positive,0.992567539,neutral,0.380955696,neutral
56,56,having practiced hallway medicine for the better part of yrs the outcome of this challenging case i think has little to do with that tough dx to make emergency department crowding and loss of medical licensure a new risk of patient care in hallways,postgradw,2018-10-25,15:58:12,0.0,negative,0.681913137,neutral,0.622397423,joy,0.854550719,negative,0.999765337,negative,0.411723047,negative
57,57,yes ive seen case and published it at the time healthy y woman died crazy and sad  will always remember it ,sebpoule,2018-10-29,0:27:27,0.0,negative,0.872115552,negative,0.593968809,sadness,0.922923207,negative,0.525904238,negative,0.492707133,negative
58,58,recognizing the fast signs of stroke can mean the difference between life and death or between a full recovery and lasting disability,HamHealthSci,2018-10-29,23:24:00,0.0,negative,0.681336641,neutral,0.732756197,joy,0.91920954,positive,0.998929441,negative,0.4566845,negative
59,59,our new health technology assessment found that people with implants for sensorineural in both ears reported social amp emotional benefits amp improved quality of life see the recommendation,OntarioHealthOH,2018-10-31,18:01:00,0.0,positive,0.899221599,positive,0.824828267,joy,0.761011958,positive,0.689174354,positive,0.71617496,positive
60,60,a circumferential body lift can remove this skin revealing the true results of their weight loss,JeromeEdelstein,2018-11-01,13:15:10,0.0,neutral,0.954933465,neutral,0.8601107,joy,0.984827518,positive,0.928505301,negative,0.347376972,neutral
61,61,a circumferential body lift can remove this skin revealing the true results of their weight loss,JeromeEdelstein,2018-11-01,17:50:57,0.0,neutral,0.954933465,neutral,0.8601107,joy,0.984827518,positive,0.928505301,negative,0.347376972,neutral
62,62,some old and new taxonomy changes in case you missed it aeromonas caviae  aeromonas punctata clostridium bifermentans  paraclostridium bifermentans clostridium difficile  clostridioides difficileclostridium sordellii  paeniclostridium sordellii ,sebpoule,2018-11-04,17:45:21,0.0,neutral,0.955186367,neutral,0.823353291,sadness,0.99323833,positive,0.636083007,negative,0.481232792,neutral
63,63,hopefully it wont turn to sad but true,durocher1,2018-11-07,0:24:26,0.0,negative,0.525763929,neutral,0.514319897,joy,0.963980675,positive,0.96289742,negative,0.395616174,negative
64,64,but wait theres more  clostridium bifermentans  paraclostridium bifermentans clostridium sordellii  paeniclostridium sordellii enterobacter aerogenes  klebsiella aerogenespropionibacterium acnes  cutibacterium acnesrhodococcus equi  rhodococcus hoagii,sebpoule,2018-11-07,11:54:41,0.0,neutral,0.77532059,neutral,0.66957289,anger,0.505012691,negative,0.951831162,negative,0.378644735,negative
65,65,petras chatting to us today about one of new holiday kits the holiday platine peptide cr program this kit targets wrinkles and loss of firmnesswatch petras,JeromeEdelstein,2018-11-07,21:07:55,0.0,neutral,0.901946545,neutral,0.833221912,anger,0.344797552,negative,0.999925733,negative,0.365563422,negative
66,66,i had lost faith in the system and they changed that veteran chris teer shares his story learning to manage his chronic pain,HamHealthSci,2018-11-08,1:06:01,0.0,negative,0.882029653,negative,0.737938762,sadness,0.485782802,negative,0.915182829,negative,0.441221237,negative
67,67,this is a tragedy  very sad  my thoughts are with her family ,RicardoOnco,2018-11-08,1:31:57,0.0,negative,0.973652124,negative,0.893224955,sadness,0.992757142,negative,0.993689656,negative,0.354843974,negative
68,68,petras chatting to us today about another one of new holiday kits the holiday grenzcineprogramthis kit targets thin skin deeper wrinkles and loss of,JeromeEdelstein,2018-11-09,16:06:30,0.0,neutral,0.816816926,neutral,0.820915997,anger,0.446537554,negative,0.977761984,negative,0.390596747,negative
69,69,can treat depression,JeromeEdelstein,2018-11-09,19:03:27,0.0,neutral,0.923429608,neutral,0.65491271,sadness,0.952183187,positive,0.982894242,negative,0.447052598,neutral
70,70,women nearly as distressed as men over compulsive sexual urges and behaviour study finds via,DrLoriBrotto,2018-11-10,19:29:57,0.0,negative,0.94419843,negative,0.843456805,fear,0.997236609,negative,0.977116883,negative,0.520929337,negative
71,71,sadly no it was a professional voice actor,DrLoriBrotto,2018-11-11,18:42:11,0.0,negative,0.837508619,neutral,0.527686834,sadness,0.724364698,negative,0.999163508,neutral,0.588282108,negative
72,72,today we are honouring angels lost to cancer including past hope award recipient deborah cooper beloved wife of radio personality mike cooper,OakValleyHealth,2018-11-11,20:15:33,0.0,positive,0.86896652,positive,0.638622999,joy,0.766246855,positive,0.988213897,negative,0.459124297,positive
73,73,i do noti know some colleagues do it but ive always found it questionnable they have seen lots of false positive with coag neg staph  anxiety for nothing with initial result,sebpoule,2018-11-15,0:05:22,1.0,negative,0.964840829,negative,0.797665298,anger,0.574234426,negative,0.998982131,negative,0.435703188,negative
74,74,the potential benefits of have a strong emotional component a wellperformed nose job can benefit in a variety of ways relating to both social relations and personal satisfaction,JeromeEdelstein,2018-11-16,14:02:56,0.0,positive,0.814636528,positive,0.89684546,joy,0.991048276,positive,0.990573943,negative,0.377520323,positive
75,75,apps connect patients to the hospital amp community resources they need over  of our childbirth patients downloaded our this app helps relieve the stress of finding trusted information as i navigate my pregnancy,OakValleyHealth,2018-11-16,22:00:25,0.0,positive,0.796329796,positive,0.848576605,joy,0.990498722,positive,0.991227448,negative,0.342736691,positive
76,76,people in are living longer and losing fewer years to premature death learn more in measuring up ,OntarioHealthOH,2018-11-19,16:05:12,0.0,negative,0.531815588,neutral,0.555150092,sadness,0.851483643,positive,0.810135365,positive,0.367321223,positive
77,77,words cannot express how saddened and angry i am may their deaths not be in vain gun control now,IBmectin,2018-11-20,2:58:46,0.0,negative,0.937700868,negative,0.900272548,sadness,0.997160196,negative,0.516103923,negative,0.520518124,negative
78,78,check out tis the season to manage stress for a health new year,DrLoriBrotto,2018-11-22,0:43:32,0.0,positive,0.717963278,neutral,0.660601854,joy,0.95776844,positive,0.998790205,negative,0.374334246,positive
79,79,this is a tragic situation that indian women should not have to face than a third of female suicides are committed by indian women via,DrLoriBrotto,2018-11-22,14:18:44,0.0,negative,0.978067935,negative,0.948134959,sadness,0.99846375,negative,0.993825197,negative,0.546447396,negative
80,80,just love when i get spam emails about weight loss products dont people know what i do for a living,drfrayn,2018-11-23,18:26:32,0.0,negative,0.943778276,neutral,0.382075846,anger,0.66928792,positive,0.984834194,negative,0.401314259,negative
81,81,the majority of palliative patients die in hospital not in their home or in a residential hospice how do we help patients die in their preferred place of death read the latest research on quorum,OntarioHealthOH,2018-11-23,20:30:38,0.0,negative,0.917417705,negative,0.795191884,sadness,0.9724859,positive,0.528811216,negative,0.340823829,negative
82,82,it was scary to return to work since i did not know what to expect or how i would manage with hearing loss,HamHealthSci,2018-11-26,20:18:02,1.0,negative,0.899133861,negative,0.901040137,sadness,0.629675925,negative,0.969820976,negative,0.5862571,negative
83,83,our kicked off with an emotional visit from john he stopped by to generously purchase bears for patients in lieu of christmas gifts for his family he was so inspired by the care his friends amp family received at msh,OakValleyHealth,2018-11-27,18:33:15,0.0,positive,0.966997087,positive,0.9450894,joy,0.996108234,positive,0.999207556,positive,0.414316446,positive
84,84,we would love to hear your story the childbirth amp amu are on the lookout for parents who would like to share their birthing story please email us with your patient experience for a chance to be selected as a hospital ambassador contact us today at myhospitalonca,OakValleyHealth,2018-11-29,13:00:07,0.0,positive,0.896676123,positive,0.84016937,joy,0.955986798,positive,0.579498351,positive,0.376541406,positive
85,85,gaps and deficiencies in data for tracking the success of health links being stressed by,OntarioHealthOH,2018-11-30,14:21:45,0.0,negative,0.615702927,neutral,0.511210978,sadness,0.745467007,negative,0.99894315,negative,0.561620235,negative
86,86,the importance of good data being stressed by in order to assess benefits of ontario program for patients with complex needs,OntarioHealthOH,2018-11-30,14:37:45,0.0,neutral,0.499621809,neutral,0.536178291,anger,0.580054402,positive,0.994616807,positive,0.43502292,neutral
87,87,thank you so much for depicting the angst that healthcare providers go through when discussing  so apparent in the beautiful artwork cpr cannot reverse the process of normal death from organ failure cancer or dementia,AmitAryaMD,2018-12-05,17:54:34,0.0,negative,0.621953428,positive,0.533243239,joy,0.935290337,positive,0.998856664,negative,0.407519847,negative
88,88,mt theres a stress gap between men and women heres why its important strategies for managing stress through the holidays on dec at pm sponsored by the womens health research institute,DrLoriBrotto,2018-12-06,14:37:14,0.0,neutral,0.876426458,neutral,0.584664285,joy,0.980369627,negative,0.897018552,negative,0.364659846,negative
89,89,with great power comes great responsibility he shirked responsibility and betrayed the global publics trust it saddens and angers me that these selfish actions will erode faith in the scientific endeavor and our collective power to advance population health,catriona_hippma,2018-12-06,22:34:08,0.0,negative,0.953022182,negative,0.921979964,anger,0.997482121,positive,0.8875857,negative,0.45813337,negative
90,90,the death anniversary of agha shahid ali,zikrejaana,2018-12-08,15:02:46,0.0,neutral,0.976988614,neutral,0.719479382,sadness,0.581619799,negative,0.957556307,negative,0.826348782,negative
91,91,a simple way to increase focus and lower stress  psychology today,DrLoriBrotto,2018-12-10,15:36:05,0.0,positive,0.662879765,positive,0.663434744,joy,0.930576801,positive,0.978008628,neutral,0.340508521,positive
92,92,regular exercise reduces the hormone cortisol release for a given stressor educates at our whri public forum,DrLoriBrotto,2018-12-11,3:31:57,0.0,neutral,0.790295064,neutral,0.678848565,joy,0.970828056,negative,0.971585751,negative,0.406024158,negative
93,93,our guidebook of workshops is now available we cover a variety of topics including parenting child development anxiety and difficult behaviour pick up a copy at the family resource centre at ron joyce childrens health centre or visit,mch_childrens,2018-12-11,19:00:22,0.0,neutral,0.929496467,neutral,0.624215841,joy,0.302302212,positive,0.965331137,positive,0.365241498,neutral
94,94,i have lost words between barricades and landmines exile,zikrejaana,2018-12-12,15:50:41,0.0,negative,0.970711946,negative,0.808104575,sadness,0.983599782,negative,0.846174598,negative,0.435862005,negative
95,95, using digital cognitive behavioral therapy to help patients get support with anxiety and depression when they need it find out more on quorum,OntarioHealthOH,2018-12-14,20:40:09,0.0,neutral,0.717437029,neutral,0.689989507,joy,0.877412438,positive,0.997642577,positive,0.394521505,neutral
96,96,i was saddened to hear of this news josh lived his life through his faith that called him to minister to those in need regardless of your faith beliefs this was an impressive example for everyone to follow we will miss him,JohnsonNeilG,2018-12-18,0:19:21,0.0,positive,0.983484685,positive,0.763422906,joy,0.989828885,positive,0.985395849,negative,0.408812433,positive
97,97,give the gift on everyones wish listbotox faqwhat is botoxbotox is a substance produced by a bacterium called clostridium botulinum the drug works by weakening the,JeromeEdelstein,2018-12-19,15:22:56,0.0,neutral,0.888615847,neutral,0.763038576,sadness,0.766328335,negative,0.999719918,positive,0.366743326,neutral
98,98,on the th day of caring yearold surgical patient emmett takes a ride on our brand new mini tesla thanks to the generosity of dr alex yeung our patients will be riding in style to surgery the car will help reduce stress and anxiety for children,OakValleyHealth,2018-12-20,20:45:32,0.0,positive,0.923320234,positive,0.920245945,love,0.982103407,positive,0.996750355,positive,0.357199311,positive
99,99,did you know that common holiday activities can be overwhelming for people with dementia here are some suggestions to make it less stressful,HamHealthSci,2018-12-22,19:30:00,0.0,negative,0.589399457,neutral,0.467197359,sadness,0.985529363,negative,0.909971893,negative,0.392311543,negative
100,100,what about clostridioides difficile ,sebpoule,2018-12-24,18:04:15,0.0,neutral,0.873845756,neutral,0.794822991,anger,0.869131267,negative,0.999297857,negative,0.353453994,negative
101,101,craig who was struggling with his own health problems became a caregiver for his mother lois in her final weeks of life read his story to learn about the gaps in and the distress this causes caregivers in measuring up ,OntarioHealthOH,2018-12-27,15:25:09,0.0,neutral,0.675288379,neutral,0.510612071,sadness,0.886594117,positive,0.99543494,positive,0.370672971,neutral
102,102,bang on brother electronic medical records and vindictive colleges are the two main sources of burnout this must be recognized and changes must occur,drzieglergyn,2018-12-27,18:49:57,0.0,negative,0.955001175,negative,0.580139518,joy,0.962972641,negative,0.921134233,negative,0.543725908,negative
103,103,check out our guidebook of workshops we cover a variety of topics including parenting child development anxiety and difficult behaviour pick up a copy at the family resource centre at ron joyce childrens health centre or visit,mch_childrens,2018-12-28,17:15:01,0.0,neutral,0.92239219,neutral,0.807477295,fear,0.353311092,positive,0.942464828,positive,0.377816826,neutral
104,104,not having ones lived identity recognized at and after death is a form of violence says hazell it also does harm to community friends partners and family who wish to ensure their loved one is represented in an authentic and respectful way,AmitAryaMD,2018-12-29,1:34:06,0.0,negative,0.748062015,negative,0.881204247,joy,0.998688996,negative,0.993819773,negative,0.392966688,negative
105,105,our accreditation escape room was an innovative way to bring fun to a stressful process the escape room concept was designed around a code orange that led to a patient being admitted to mshread more in the latest edition of,OakValleyHealth,2019-01-04,14:24:02,0.0,positive,0.91312933,positive,0.83323431,joy,0.935533524,positive,0.99139905,negative,0.365620434,positive
106,106,yes its completely lostworstconclusionever was daas for chronic hepatitis c has little or no clinical relevance to patients with hepatitis c unbelievable,sebpoule,2019-01-05,1:03:39,0.0,negative,0.985071957,negative,0.945917249,fear,0.296488851,negative,0.99987638,negative,0.441625357,negative
107,107,pilot study demonstrating the potential for app to help reduce time to tb treatment initiation and loss to follow up in s africa primary care setting,yvonneychan,2019-01-06,16:42:54,0.0,neutral,0.632400572,positive,0.659140885,fear,0.629549325,positive,0.979302466,positive,0.431006551,positive
108,108,wow an excellent article thanks for sharingtruth is just good patient care the palliative square covers physical emotional social and spiritual needs,AmitAryaMD,2019-01-06,19:23:15,0.0,positive,0.984648347,positive,0.949439108,joy,0.971628726,positive,0.837826669,positive,0.354166985,positive
109,109, who defines futility the physician or the patient what is the acceptable survival rate after cpr some patients may take a slim chance at survival with cpr vs certain death without cpr its all about values and beliefs of the patient,AmitAryaMD,2019-01-08,1:34:39,0.0,neutral,0.779405475,neutral,0.613402307,joy,0.990355492,negative,0.999782264,negative,0.381483585,negative
110,110, cpr is the only treatment unlike chemo or surgery that could make an immediate difference between life amp death for many patients amp families staying alive could be simplified to heartbeat breathing eating amp drinking hence requests for artificial nutrition amp hydration,AmitAryaMD,2019-01-08,1:38:55,0.0,neutral,0.511066198,neutral,0.473086298,joy,0.94870609,negative,0.946182072,negative,0.345541,negative
