,Unnamed: 0,TWEET,USERNAME,DATE,TIME,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score,Final_label
31,31,individuals who have experienced massive weight loss are no longer at risk of developing health issues related to excess weight a circumferential body lift can remove this skin revealing the true results of their weight loss,JeromeEdelstein,2018-10-02,13:02:38,negative,0.5758520364761353,neutral,0.607200026512146,sadness,0.7308878302574158,positive,0.9974027276039124,positive,0.35824331641197205,positive
32,32,a circumferential body lift can remove this skin revealing the true results of their weight loss learn more about this procedure,JeromeEdelstein,2018-10-02,14:18:25,neutral,0.9678269028663635,neutral,0.8267014026641846,joy,0.9940747618675232,positive,0.9629133939743042,negative,0.35977622866630554,neutral
33,33,individuals who have experienced massive weight loss are no longer at risk of developing health issues related to excess weight a circumferential body lift can remove this skin revealing the true results of their weight loss,JeromeEdelstein,2018-10-03,13:27:15,negative,0.5758520364761353,neutral,0.607200026512146,sadness,0.7308878302574158,positive,0.9974027276039124,positive,0.35824331641197205,positive
34,34,i partially agree hysteria likely not warranted that being said there is concern re potential to lose herd immunity in future based on changing societal mores moreover measles can cause substantial morbidity death not only metric,IBmectin,2018-10-03,14:42:04,negative,0.9520273208618164,negative,0.802994430065155,sadness,0.5047721862792969,negative,0.9997990727424622,negative,0.3737562298774719,negative
35,35,decades after a neardeath accident these nurses reconnectedin the most unusual way,HamHealthSci,2018-10-09,14:47:28,negative,0.5172897577285767,neutral,0.7264284491539001,surprise,0.6028795838356018,positive,0.9996689558029175,negative,0.3948321044445038,negative
36,36,nurses reconnect decades after neardeath experience,HamHealthSci,2018-10-09,17:03:31,neutral,0.9100778698921204,neutral,0.8681409358978271,joy,0.9354521036148071,positive,0.9990793466567993,neutral,0.49570780992507935,neutral
37,37,in ontario major depression is the most common mental illness this see what quality care looks like,OntarioHealthOH,2018-10-10,18:30:44,negative,0.890994668006897,negative,0.8773154616355896,joy,0.9839435815811157,negative,0.8176137804985046,negative,0.5019368529319763,negative
38,38,when you age it is the decrease and redistribution of fat in your face that is the primary cause for the development of wrinkles sagging skin and loss of volume learn how fat transfers may be able to help,JeromeEdelstein,2018-10-11,14:43:23,negative,0.5003200769424438,neutral,0.6080958843231201,sadness,0.6039901971817017,negative,0.998362123966217,negative,0.40962353348731995,negative
39,39,when you age it is the decrease and redistribution of fat in your face that is the primary cause for the development of wrinkles sagging skin and loss of volume learn how fat transfers may be able to help,JeromeEdelstein,2018-10-11,16:38:22,negative,0.5003200769424438,neutral,0.6080958843231201,sadness,0.6039901971817017,negative,0.998362123966217,negative,0.40962353348731995,negative
40,40,as a society we have deskilled ourselves in managing death and dying instead it has become a medical problemwe must strengthen our communities to better cope with the cycle of life which inevitably includes death,AmitAryaMD,2018-10-14,10:24:35,negative,0.8852123618125916,negative,0.8116240501403809,sadness,0.8868144154548645,negative,0.9559130072593689,negative,0.40852317214012146,negative
41,41,identifying and addressing gender bias in the workplace what leadership style will be most engaging to the largest number of people reclaim emotional style as a strength empathic supportive teambased,catriona_hippma,2018-10-15,01:03:31,positive,0.5941343903541565,positive,0.6139470934867859,love,0.8945261836051941,positive,0.9992445707321167,negative,0.3613295257091522,positive
42,42,before getting down to the business of decision making focus on building social bonds and emotional needs be a person before a clinician eye contact be present be a human,catriona_hippma,2018-10-15,13:38:26,neutral,0.889955461025238,neutral,0.7721691727638245,fear,0.45315811038017273,positive,0.6533479690551758,neutral,0.3590374290943146,neutral
43,43,when you age it is the decrease and redistribution of fat in your face that is the primary cause for the development of wrinkles sagging skin and loss of volume learn how fat transfers may be able to help,JeromeEdelstein,2018-10-15,19:10:10,negative,0.5003200769424438,neutral,0.6080958843231201,sadness,0.6039901971817017,negative,0.998362123966217,negative,0.40962353348731995,negative
44,44, triadic communication in healthcare visit comes up for logistical reasons help getting to appts for emotional support as surrogate decision maker i ask my husband to attend some appts with me for help advocating for me and remembering what the doctor said,catriona_hippma,2018-10-15,19:58:51,neutral,0.5433181524276733,neutral,0.8223594427108765,anger,0.8557279706001282,positive,0.8548458218574524,neutral,0.46446898579597473,neutral
45,45,today is pregnancy amp infant loss awareness day at msh we hold a little lamb ceremony to support families coping with a miscarriage or the loss of an infant from  pm tonight light a candle to show support amp create a chain of light spanning the globe for hrs,OakValleyHealth,2018-10-15,20:30:04,neutral,0.7516322731971741,neutral,0.49955323338508606,sadness,0.9814090728759766,positive,0.997873067855835,positive,0.3745929002761841,neutral
46,46,burnout only happening because of starvation for human contact,OntarioHealthOH,2018-10-16,13:46:30,negative,0.9560121297836304,negative,0.9105377793312073,fear,0.34654805064201355,negative,0.9999887943267822,negative,0.5595954060554504,negative
47,47,we have lost a lot of clinicians to the quality care and patient safety movement because they have been blamed so much,OntarioHealthOH,2018-10-16,19:55:18,negative,0.9801806807518005,negative,0.9121934771537781,sadness,0.9981163740158081,negative,0.9950311183929443,negative,0.4641205370426178,negative
48,48,today this is a sad day for me as this will be my last after years noting he will be taking on role as ceo at,OntarioHealthOH,2018-10-17,13:00:51,negative,0.9656975269317627,negative,0.8144879937171936,sadness,0.5296128988265991,negative,0.7515785098075867,negative,0.46165865659713745,negative
49,49,i had treated the broken wrist i had not asked why she had punched the wall discussing experiences in red lake and dealing with attempted suicide of young patient,OntarioHealthOH,2018-10-17,13:10:08,neutral,0.507951557636261,negative,0.6139839291572571,anger,0.8612757325172424,positive,0.8075168132781982,negative,0.4441850781440735,negative
50,50,inquest into the death of chanie wenjack in the s asked why the residential school system still existed,OntarioHealthOH,2018-10-17,19:11:45,neutral,0.8274059295654297,neutral,0.6554895043373108,anger,0.6761208176612854,negative,0.7980111837387085,negative,0.4050692319869995,negative
51,51,thanks for sharingall too often we assume in that a home death is the ideal when it is not always the case i would be interested in learning more about how age diagnosis and ethnicity influence this decision,AmitAryaMD,2018-10-20,00:52:00,neutral,0.8259744644165039,neutral,0.61154705286026,joy,0.9979867935180664,negative,0.9703158140182495,negative,0.3956671357154846,negative
52,52,i do also wonder how much lack of acceptance of the disease trajectory leads to death in hospital there is sometimes a misunderstanding that the hospital can do more or even that can only be provided in hospital when this is not always true,AmitAryaMD,2018-10-21,09:37:58,negative,0.9316262006759644,negative,0.7830521464347839,anger,0.8553395867347717,negative,0.9997169375419617,negative,0.484457403421402,negative
53,53,yout khoon ragan manz tame zyade sadkan peth,zikrejaana,2018-10-21,14:23:10,neutral,0.9650735259056091,neutral,0.7070920467376709,joy,0.6046579480171204,positive,0.9543728232383728,neutral,0.3538856506347656,neutral
54,54,absolutely i agree social isolation is one of the biggest risk factors for poor health and this may be most profound when a patient is approaching end of life thus death at home may not be possible nor safe,AmitAryaMD,2018-10-21,22:39:07,negative,0.9283771514892578,negative,0.9360854625701904,joy,0.5760433077812195,negative,0.9746641516685486,negative,0.47576990723609924,negative
55,55,q what should be done to ensure the physical and emotional wellbeing of physicians nurses and other health care professionals,OntarioHealthOH,2018-10-24,00:32:56,neutral,0.9630950689315796,neutral,0.8835617899894714,joy,0.9957655668258667,positive,0.9925675392150879,neutral,0.3809557557106018,neutral
56,56,having practiced hallway medicine for the better part of yrs the outcome of this challenging case i think has little to do with that tough dx to make emergency department crowding and loss of medical licensure a new risk of patient care in hallways,postgradw,2018-10-25,15:58:12,negative,0.6819131374359131,neutral,0.6223973631858826,joy,0.8545507788658142,negative,0.9997653365135193,negative,0.41172337532043457,negative
57,57,yes ive seen case and published it at the time healthy y woman died crazy and sad  will always remember it ,sebpoule,2018-10-29,00:27:27,negative,0.8721156120300293,negative,0.5939688682556152,sadness,0.9229236245155334,negative,0.5259036421775818,negative,0.4927073121070862,negative
58,58,recognizing the fast signs of stroke can mean the difference between life and death or between a full recovery and lasting disability,HamHealthSci,2018-10-29,23:24:00,negative,0.6813369393348694,neutral,0.7327561974525452,joy,0.9192097783088684,positive,0.9989294409751892,negative,0.45668479800224304,negative
59,59,our new health technology assessment found that people with implants for sensorineural in both ears reported social amp emotional benefits amp improved quality of life see the recommendation,OntarioHealthOH,2018-10-31,18:01:00,positive,0.899221658706665,positive,0.8248282670974731,joy,0.761012077331543,positive,0.6891744136810303,positive,0.7161750793457031,positive
60,60,a circumferential body lift can remove this skin revealing the true results of their weight loss,JeromeEdelstein,2018-11-01,13:15:10,neutral,0.9549333453178406,neutral,0.8601107001304626,joy,0.9848275184631348,positive,0.9285055994987488,negative,0.3473769426345825,neutral
61,61,a circumferential body lift can remove this skin revealing the true results of their weight loss,JeromeEdelstein,2018-11-01,17:50:57,neutral,0.9549333453178406,neutral,0.8601107001304626,joy,0.9848275184631348,positive,0.9285055994987488,negative,0.3473769426345825,neutral
62,62,some old and new taxonomy changes in case you missed it aeromonas caviae  aeromonas punctata clostridium bifermentans  paraclostridium bifermentans clostridium difficile  clostridioides difficileclostridium sordellii  paeniclostridium sordellii ,sebpoule,2018-11-04,17:45:21,neutral,0.9551863670349121,neutral,0.8233531713485718,sadness,0.9932383298873901,positive,0.6360837817192078,negative,0.4812329113483429,neutral
63,63,hopefully it wont turn to sad but true,durocher1,2018-11-07,00:24:26,negative,0.5257644057273865,neutral,0.5143197774887085,joy,0.9639807939529419,positive,0.9628973007202148,negative,0.3956163823604584,negative
64,64,but wait theres more  clostridium bifermentans  paraclostridium bifermentans clostridium sordellii  paeniclostridium sordellii enterobacter aerogenes  klebsiella aerogenespropionibacterium acnes  cutibacterium acnesrhodococcus equi  rhodococcus hoagii,sebpoule,2018-11-07,11:54:41,neutral,0.7753202319145203,neutral,0.6695729494094849,anger,0.5050127506256104,negative,0.951831042766571,negative,0.37864476442337036,negative
65,65,petras chatting to us today about one of new holiday kits the holiday platine peptide cr program this kit targets wrinkles and loss of firmnesswatch petras,JeromeEdelstein,2018-11-07,21:07:55,neutral,0.9019465446472168,neutral,0.8332219123840332,anger,0.34479787945747375,negative,0.9999257326126099,negative,0.36556369066238403,negative
66,66,i had lost faith in the system and they changed that veteran chris teer shares his story learning to manage his chronic pain,HamHealthSci,2018-11-08,01:06:01,negative,0.8820295333862305,negative,0.7379388213157654,sadness,0.4857838749885559,negative,0.9151829481124878,negative,0.4412211775779724,negative
67,67,this is a tragedy  very sad  my thoughts are with her family ,RicardoOnco,2018-11-08,01:31:57,negative,0.9736522436141968,negative,0.8932248950004578,sadness,0.9927571415901184,negative,0.9936896562576294,negative,0.35484421253204346,negative
68,68,petras chatting to us today about another one of new holiday kits the holiday grenzcineprogramthis kit targets thin skin deeper wrinkles and loss of,JeromeEdelstein,2018-11-09,16:06:30,neutral,0.8168168663978577,neutral,0.8209157586097717,anger,0.4465377926826477,negative,0.97776198387146,negative,0.39059728384017944,negative
69,69,can treat depression,JeromeEdelstein,2018-11-09,19:03:27,neutral,0.9234296679496765,neutral,0.6549128293991089,sadness,0.9521833658218384,positive,0.982894241809845,negative,0.44705256819725037,neutral
70,70,women nearly as distressed as men over compulsive sexual urges and behaviour study finds via,DrLoriBrotto,2018-11-10,19:29:57,negative,0.944198489189148,negative,0.8434566855430603,fear,0.9972366094589233,negative,0.9771170020103455,negative,0.5209300518035889,negative
71,71,sadly no it was a professional voice actor,DrLoriBrotto,2018-11-11,18:42:11,negative,0.8375087976455688,neutral,0.5276866555213928,sadness,0.7243651747703552,negative,0.9991635084152222,neutral,0.5882819890975952,negative
72,72,today we are honouring angels lost to cancer including past hope award recipient deborah cooper beloved wife of radio personality mike cooper,OakValleyHealth,2018-11-11,20:15:33,positive,0.8689663410186768,positive,0.6386229991912842,joy,0.7662471532821655,positive,0.9882138967514038,negative,0.4591240882873535,positive
73,73,i do noti know some colleagues do it but ive always found it questionnable they have seen lots of false positive with coag neg staph  anxiety for nothing with initial result,sebpoule,2018-11-15,00:05:22,negative,0.964840829372406,negative,0.7976652383804321,anger,0.5742360949516296,negative,0.9989821314811707,negative,0.4357033669948578,negative
74,74,the potential benefits of have a strong emotional component a wellperformed nose job can benefit in a variety of ways relating to both social relations and personal satisfaction,JeromeEdelstein,2018-11-16,14:02:56,positive,0.8146365284919739,positive,0.8968455195426941,joy,0.991048276424408,positive,0.9905739426612854,negative,0.37752026319503784,positive
75,75,apps connect patients to the hospital amp community resources they need over  of our childbirth patients downloaded our this app helps relieve the stress of finding trusted information as i navigate my pregnancy,OakValleyHealth,2018-11-16,22:00:25,positive,0.7963297963142395,positive,0.8485764265060425,joy,0.9904986023902893,positive,0.9912274479866028,negative,0.34273675084114075,positive
76,76,people in are living longer and losing fewer years to premature death learn more in measuring up ,OntarioHealthOH,2018-11-19,16:05:12,negative,0.5318195223808289,neutral,0.5551502704620361,sadness,0.8514829874038696,positive,0.810135006904602,positive,0.36732205748558044,positive
77,77,words cannot express how saddened and angry i am may their deaths not be in vain gun control now,IBmectin,2018-11-20,02:58:46,negative,0.9377007484436035,negative,0.9002725481987,sadness,0.9971600770950317,negative,0.5161038041114807,negative,0.5205184817314148,negative
78,78,check out tis the season to manage stress for a health new year,DrLoriBrotto,2018-11-22,00:43:32,positive,0.7179632782936096,neutral,0.6606019735336304,joy,0.9577683210372925,positive,0.9987902045249939,negative,0.3743346035480499,positive
79,79,this is a tragic situation that indian women should not have to face than a third of female suicides are committed by indian women via,DrLoriBrotto,2018-11-22,14:18:44,negative,0.978067934513092,negative,0.9481349587440491,sadness,0.9984637498855591,negative,0.9938251972198486,negative,0.5464485287666321,negative
80,80,just love when i get spam emails about weight loss products dont people know what i do for a living,drfrayn,2018-11-23,18:26:32,negative,0.9437782764434814,neutral,0.38207587599754333,anger,0.6692876219749451,positive,0.9848341941833496,negative,0.4013139009475708,negative
81,81,the majority of palliative patients die in hospital not in their home or in a residential hospice how do we help patients die in their preferred place of death read the latest research on quorum,OntarioHealthOH,2018-11-23,20:30:38,negative,0.9174178242683411,negative,0.7951918840408325,sadness,0.9724858999252319,positive,0.5288099646568298,negative,0.34082382917404175,negative
82,82,it was scary to return to work since i did not know what to expect or how i would manage with hearing loss,HamHealthSci,2018-11-26,20:18:02,negative,0.8991338610649109,negative,0.9010400176048279,sadness,0.6296765804290771,negative,0.9698208570480347,negative,0.5862582921981812,negative
83,83,our kicked off with an emotional visit from john he stopped by to generously purchase bears for patients in lieu of christmas gifts for his family he was so inspired by the care his friends amp family received at msh,OakValleyHealth,2018-11-27,18:33:15,positive,0.9669970870018005,positive,0.9450895190238953,joy,0.9961082339286804,positive,0.9992075562477112,positive,0.41431641578674316,positive
84,84,we would love to hear your story the childbirth amp amu are on the lookout for parents who would like to share their birthing story please email us with your patient experience for a chance to be selected as a hospital ambassador contact us today at myhospitalonca,OakValleyHealth,2018-11-29,13:00:07,positive,0.8966760635375977,positive,0.840169370174408,joy,0.9559867978096008,positive,0.5794981718063354,positive,0.3765411972999573,positive
85,85,gaps and deficiencies in data for tracking the success of health links being stressed by,OntarioHealthOH,2018-11-30,14:21:45,negative,0.6157020926475525,neutral,0.5112109184265137,sadness,0.7454673647880554,negative,0.9989431500434875,negative,0.5616201162338257,negative
86,86,the importance of good data being stressed by in order to assess benefits of ontario program for patients with complex needs,OntarioHealthOH,2018-11-30,14:37:45,neutral,0.4996221661567688,neutral,0.5361783504486084,anger,0.5800539255142212,positive,0.9946168065071106,positive,0.43502306938171387,neutral
87,87,thank you so much for depicting the angst that healthcare providers go through when discussing  so apparent in the beautiful artwork cpr cannot reverse the process of normal death from organ failure cancer or dementia,AmitAryaMD,2018-12-05,17:54:34,negative,0.6219539046287537,positive,0.5332434773445129,joy,0.9352899193763733,positive,0.9988566637039185,negative,0.40752050280570984,negative
88,88,mt theres a stress gap between men and women heres why its important strategies for managing stress through the holidays on dec at pm sponsored by the womens health research institute,DrLoriBrotto,2018-12-06,14:37:14,neutral,0.8764264583587646,neutral,0.5846642851829529,joy,0.9803697466850281,negative,0.897018551826477,negative,0.36466020345687866,negative
89,89,with great power comes great responsibility he shirked responsibility and betrayed the global publics trust it saddens and angers me that these selfish actions will erode faith in the scientific endeavor and our collective power to advance population health,catriona_hippma,2018-12-06,22:34:08,negative,0.9530220627784729,negative,0.9219799637794495,anger,0.9974821209907532,positive,0.8875853419303894,negative,0.4581337869167328,negative
90,90,the death anniversary of agha shahid ali,zikrejaana,2018-12-08,15:02:46,neutral,0.9769886136054993,neutral,0.7194793820381165,sadness,0.5816195607185364,negative,0.9575561881065369,negative,0.8263498544692993,negative
91,91,a simple way to increase focus and lower stress  psychology today,DrLoriBrotto,2018-12-10,15:36:05,positive,0.6628798842430115,positive,0.6634348630905151,joy,0.9305768609046936,positive,0.978008508682251,neutral,0.34050822257995605,positive
92,92,regular exercise reduces the hormone cortisol release for a given stressor educates at our whri public forum,DrLoriBrotto,2018-12-11,03:31:57,neutral,0.7902947664260864,neutral,0.6788485050201416,joy,0.9708280563354492,negative,0.9715859293937683,negative,0.4060245454311371,negative
93,93,our guidebook of workshops is now available we cover a variety of topics including parenting child development anxiety and difficult behaviour pick up a copy at the family resource centre at ron joyce childrens health centre or visit,mch_childrens,2018-12-11,19:00:22,neutral,0.9294964671134949,neutral,0.6242162585258484,joy,0.3023030161857605,positive,0.9653311371803284,positive,0.36524146795272827,neutral
94,94,i have lost words between barricades and landmines exile,zikrejaana,2018-12-12,15:50:41,negative,0.9707119464874268,negative,0.8081046342849731,sadness,0.9835997819900513,negative,0.8461747169494629,negative,0.43586236238479614,negative
95,95, using digital cognitive behavioral therapy to help patients get support with anxiety and depression when they need it find out more on quorum,OntarioHealthOH,2018-12-14,20:40:09,neutral,0.7174371480941772,neutral,0.6899891495704651,joy,0.8774122595787048,positive,0.9976425766944885,positive,0.39452236890792847,neutral
96,96,i was saddened to hear of this news josh lived his life through his faith that called him to minister to those in need regardless of your faith beliefs this was an impressive example for everyone to follow we will miss him,JohnsonNeilG,2018-12-18,00:19:21,positive,0.98348468542099,positive,0.7634232640266418,joy,0.989828884601593,positive,0.9853958487510681,negative,0.40881240367889404,positive
97,97,give the gift on everyones wish listbotox faqwhat is botoxbotox is a substance produced by a bacterium called clostridium botulinum the drug works by weakening the,JeromeEdelstein,2018-12-19,15:22:56,neutral,0.8886157274246216,neutral,0.7630384564399719,sadness,0.7663294076919556,negative,0.9997199177742004,positive,0.36674270033836365,neutral
98,98,on the th day of caring yearold surgical patient emmett takes a ride on our brand new mini tesla thanks to the generosity of dr alex yeung our patients will be riding in style to surgery the car will help reduce stress and anxiety for children,OakValleyHealth,2018-12-20,20:45:32,positive,0.9233201146125793,positive,0.9202459454536438,love,0.9821034073829651,positive,0.9967503547668457,positive,0.35719943046569824,positive
99,99,did you know that common holiday activities can be overwhelming for people with dementia here are some suggestions to make it less stressful,HamHealthSci,2018-12-22,19:30:00,negative,0.5893993377685547,neutral,0.46719735860824585,sadness,0.985529363155365,negative,0.9099718928337097,negative,0.39231181144714355,negative
100,100,what about clostridioides difficile ,sebpoule,2018-12-24,18:04:15,neutral,0.8738459944725037,neutral,0.7948229908943176,anger,0.8691309690475464,negative,0.9992978572845459,negative,0.35345450043678284,negative
101,101,craig who was struggling with his own health problems became a caregiver for his mother lois in her final weeks of life read his story to learn about the gaps in and the distress this causes caregivers in measuring up ,OntarioHealthOH,2018-12-27,15:25:09,neutral,0.6752880215644836,neutral,0.5106123089790344,sadness,0.8865939378738403,positive,0.9954349398612976,positive,0.3706742823123932,neutral
102,102,bang on brother electronic medical records and vindictive colleges are the two main sources of burnout this must be recognized and changes must occur,drzieglergyn,2018-12-27,18:49:57,negative,0.955001175403595,negative,0.5801392197608948,joy,0.9629725813865662,negative,0.9211338758468628,negative,0.5437262654304504,negative
